Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
efectividad eficiencia y eficacia,210,30,0.16,0.01,13700000,Informational,"Featured snippet, Video, People also ask","0.28,0.53,0.66,1.00,0.53,0.53,0.43,0.43,0.43,0.53,0.43,0.23"
eficaz vs eficiente,210,38,0.09,0.01,12400000,Informational,"Featured snippet, People also ask, Video carousel","0.34,0.81,1.00,1.00,0.65,0.65,0.65,0.81,0.53,0.65,0.34,0.34"
eficiencia energetica g,210,23,0.34,0.09,745000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack","0.65,0.81,0.81,1.00,0.81,0.81,0.65,0.81,0.53,0.53,0.53,0.53"
eficiencia energetica neveras,210,40,0.30,1.00,42000,Informational,"Reviews, FAQ, Video, Image, People also ask, Image pack","0.80,0.80,0.80,0.65,0.42,0.65,0.53,0.65,0.53,0.65,1.00,1.00"
eficiencia energetica vivienda,210,40,0.55,0.24,8430000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.43,0.65,0.65,0.81,0.81,0.81,0.65,0.81,0.53,0.65,0.53,0.53"
eficiencia energética electrodomésticos,210,34,0.11,0.59,8450000,Informational,"Reviews, FAQ, Video, Image, People also ask, Image pack","0.81,0.81,0.65,0.81,0.43,0.65,0.43,0.65,0.53,0.34,0.43,0.43"
eficiencia tecnica y economica,210,13,0.00,0.00,698000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.06,0.14,0.54,1.00,0.54,0.54,0.43,0.29,0.18,0.43,0.43,0.06"
eficiente definicion,210,48,0.00,0.00,50500000,Informational,"Site links, FAQ, Video, People also ask","0.43,1.00,0.81,0.54,0.54,0.43,0.43,0.43,0.18,0.22,0.14,0.06"
eficientemente,210,27,0.22,0.00,13100000,"Informational, Transactional","Reviews, Video, People also ask, Image pack, Video carousel, Knowledge panel","0.18,0.35,0.44,0.44,0.35,0.35,0.35,0.44,0.35,1.00,0.28,0.15"
eficientes en ingles,210,17,0.00,0.00,83,Informational,"Video, People also ask, Image pack","0.00,1.00,0.11,0.18,0.00"
frigorificos eficiencia energetica a+++,210,22,0.25,1.00,10500,Commercial,"Reviews, Image, People also ask","1.00,0.80,0.80,1.00,1.00"
ley de eficiencia procesal,210,31,0.00,0.00,3260000,Informational,"Image pack, Video carousel","0.00,0.10,0.22,0.66,0.43,0.43,0.29,0.43,1.00,0.81,0.81,0.66"
mejorar eficiencia energetica,210,23,0.69,0.26,14100000,"Informational, Commercial","Site links, People also ask, Image pack","0.00,0.00,0.66,1.00,0.44,1.00,0.18,0.23,0.23,0.18,0.11,0.11"
paneles solares más eficientes 2021,210,17,0.66,0.96,195000,Commercial,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","1.00,0.81,1.00,1.00,0.53,0.43,0.28,0.43,0.28,0.09,0.12,0.09"
para conseguir una conducción eficiente se debe circular,210,10,0.00,0.00,1580000,Informational,"Video, People also ask","0.65,0.81,0.53,0.65,0.53,0.65,0.65,0.65,0.43,0.43,0.43,0.53"
para realizar una conducción eficiente la primera velocidad debe utilizarse,210,24,0.00,0.00,426000,Informational,"Featured snippet, Reviews, Site links, People also ask","0.00,0.00,0.00,0.66,0.54,0.66,0.66,0.81,0.54,0.54,0.66,1.00"
que es eficiencia energetica,210,44,0.27,0.26,6570000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.34,0.53,0.53,0.65,0.53,0.65,0.81,0.81,0.81,1.00,0.65,0.43"
registrar certificado de eficiencia energetica,210,42,0.58,0.03,3010000,Informational,"Reviews, Site links, FAQ, Image pack, Video carousel","0.43,0.65,0.81,1.00,0.65,0.65,0.81,0.81,0.65,0.53,0.53,0.43"
sinonimos de eficiencia,210,20,0.00,0.00,96,Informational,"Reviews, People also ask","0.21,0.65,0.81,0.81,0.65,0.65,0.65,0.81,0.65,0.65,0.43,0.21"
sinonimos de eficiente,210,25,0.00,0.00,95300,Informational,"Reviews, Site links, People also ask","0.21,0.65,0.81,0.81,0.65,0.65,0.65,0.81,0.53,1.00,0.53,0.21"
subvencion eficiencia energetica 2021,210,44,0.00,0.01,1010000,Informational,"Featured snippet, People also ask, Image pack","0.03,0.03,1.00,0.55,0.16,0.24,0.05,0.01,0.01,0.01,0.01,0.00"
subvenciones eficiencia energetica,210,44,0.71,0.24,186000,Commercial,Image pack,"0.43,0.43,0.81,0.65,0.53,0.81,0.81,1.00,0.81,0.81,0.81,0.65"
subvenciones eficiencia energética castilla y león 2022,210,18,0.74,0.46,84100,Informational,Image pack,"0.00,0.00,0.00,0.06,0.28,0.81,1.00,0.81,0.54,0.44,0.44,0.54"
tecnicas de conduccion eficiente,210,19,0.25,0.01,44800,Informational,"Featured snippet, Reviews, FAQ, People also ask, Video carousel","0.80,1.00,0.80,0.80,0.53,0.80,0.80,0.80,0.42,0.53,0.65,1.00"
algo que caracteriza a la conducción eficiente es,170,27,0.00,0.00,32,Informational,"Featured snippet, FAQ, People also ask, Image pack","0.53,0.81,0.65,0.65,0.34,0.53,0.53,0.65,0.43,0.43,0.53,0.65"
ayudas eficiencia energética 2021 catalunya,170,9,0.58,0.40,224000,Commercial,,"0.04,0.54,1.00,0.81,0.09,0.04,0.04,0.04,0.02,0.02,0.02,0.02"
ayudas eficiencia energética 2022 galicia,170,20,0.35,0.23,383000,Informational,Image pack,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.44,0.19,0.36,0.19,0.09"
calefaccion electrica eficiente,170,17,0.35,0.99,84200,"Informational, Commercial","Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.17,0.35,0.66,1.00,0.66,0.66,0.35,0.53,0.23,0.23,0.12,0.17"
calefaccion electrica mas eficiente,170,17,0.35,0.99,46300,Commercial,"Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.14,0.29,0.54,1.00,0.66,0.66,0.35,0.43,0.18,0.14,0.10,0.10"
calefactores eficientes,170,27,0.13,1.00,3010000,Commercial,"Reviews, Site links, Image, People also ask, Video carousel","0.04,0.12,0.36,1.00,0.36,0.44,0.12,0.12,0.02,0.00,0.00,0.01"
casas eficientes,170,20,0.30,0.59,10100000,Informational,"Reviews, Image pack, Video carousel, Knowledge panel","0.80,0.53,1.00,0.80,0.53,0.80,0.80,0.53,0.53,0.53,0.53,0.42"
casas eficientes energéticamente,170,20,0.34,0.66,107000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.01,0.01,0.05,0.01,1.00,0.36,0.05,0.02,0.01,0.02,0.01,0.10"
certificacion de eficiencia energetica,170,56,0.71,0.54,8510000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask","0.53,0.65,0.65,0.65,0.42,0.53,0.53,0.65,1.00,1.00,1.00,0.80"
certificación de eficiencia energética,170,56,0.71,0.54,13300000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02,0.02,0.16"
certificado de eficiencia energética de la vivienda,170,42,0.63,0.54,1850000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack","0.15,0.28,0.43,0.28,0.28,0.34,0.65,0.65,1.00,1.00,1.00,0.81"
certificado de eficiencia energética madrid,170,24,1.25,0.74,1410000,"Informational, Transactional","Reviews, People also ask, Video carousel","0.53,0.34,0.53,0.65,0.53,0.65,0.65,1.00,1.00,1.00,0.80,0.42"
certificado eficiencia energetica andalucia,170,14,0.69,0.38,21800,"Informational, Commercial","Reviews, Site links, Video, People also ask","0.09,0.09,0.09,0.44,0.36,0.09,1.00,0.09,0.09,0.09,0.19,0.06"
certificado eficiencia energetica vivienda,170,38,0.73,0.60,127000,"Informational, Commercial","Reviews, Site links, FAQ, People also ask, Image pack","0.52,0.66,0.66,0.66,0.66,0.66,0.66,1.00,1.00,0.80,0.80,0.66"
certificat eficiencia energetica gencat,170,30,0.59,0.08,801,"Navigational, Transactional",Reviews,"0.52,1.00,1.00,1.00,1.00,0.80,1.00,1.00,0.80,1.00,1.00,1.00"
definicion de eficiencia,170,46,0.00,0.00,52400000,Informational,"Site links, FAQ, Video, People also ask","0.19,0.80,1.00,1.00,0.53,0.53,0.53,0.53,0.42,0.53,0.42,0.19"
eficacia eficiencia y efectividad ejemplos,170,35,0.00,0.00,5040000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.01,0.02,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
eficaz eficiente y efectivo,170,27,0.16,0.01,14400000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.28,0.53,0.66,1.00,0.53,0.53,0.43,0.43,0.28,0.43,0.35,0.12"
eficaz y eficiencia,170,41,0.12,0.01,29400000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.34,0.80,1.00,1.00,0.80,1.00,0.80,1.00,0.11,0.00,0.03,0.00"
eficiencia eficacia efectividad,170,35,0.16,0.01,30900000,Informational,"Featured snippet, Video, People also ask, Image pack","0.28,0.53,0.66,1.00,0.53,0.53,0.43,0.43,0.43,0.43,0.35,0.17"
eficiencia en el trabajo,170,17,0.00,0.02,80800000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.11,1.00,1.00,0.81,0.05,0.05,0.05,0.05,0.23,0.08,0.11,0.11"
eficiencia energetica d,170,42,0.29,0.21,2040000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack","0.65,0.80,0.80,1.00,0.65,0.80,0.65,0.80,0.53,0.65,0.80,0.65"
eficiencia energetica edificios,170,41,0.49,0.24,512000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.53,0.65,0.65,0.65,0.42,0.53,0.65,0.80,0.42,0.53,0.53,0.42"
eficiencia energetica lavavajillas,170,18,0.20,1.00,150000,Commercial,"Reviews, Image, People also ask, Image pack","0.66,0.66,0.66,1.00,0.66,0.80,0.66,1.00,0.66,0.80,0.66,0.80"
eficiencia energética electrodomésticos 2021,170,33,0.50,0.63,2250000,Informational,"Reviews, FAQ, Image, People also ask, Image pack, Video carousel","0.65,0.81,0.81,1.00,0.53,0.53,0.43,0.28,0.15,0.15,0.15,0.15"
eficiencia radiadores,170,14,0.26,1.00,7490000,Informational,"Reviews, People also ask, Video carousel","0.15,0.23,0.44,1.00,0.54,0.66,0.23,0.28,0.18,0.08,0.06,0.11"
eficiencia sinonimos,170,22,0.00,0.00,88800,Informational,"Reviews, People also ask","0.26,0.53,0.65,0.80,0.53,0.65,0.53,0.80,0.65,1.00,0.65,0.42"
eficiente eficaz y efectivo,170,25,0.16,0.01,19800000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.28,0.53,0.65,1.00,0.53,0.53,0.43,0.43,0.34,0.43,0.34,0.15"
eficiente o eficaz,170,33,0.12,0.01,65900000,Informational,"Featured snippet, Reviews, Video, People also ask","0.42,0.34,1.00,1.00,0.53"
eficiente sinonimos,170,29,0.00,0.00,89800,Informational,"Reviews, Site links, People also ask, Image pack","0.21,0.43,0.53,0.65,0.43,0.53,0.43,0.65,0.81,1.00,0.81,0.43"
ejemplos de eficiencia,170,36,0.00,0.00,62800000,Informational,"Featured snippet, Reviews, Site links, Video","0.02,0.32,1.00,0.32,0.14,0.02,0.07,0.02,0.02,0.02,0.02,0.02"
electrodomesticos eficiencia energetica,170,34,0.11,0.59,102000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.80,0.80,0.65,0.80,0.42,0.65,0.42,0.65,0.19,0.65,0.65,0.65"
etiqueta de eficiencia energetica,170,47,0.24,0.11,179000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.34,0.42,0.53,0.65,0.42,0.53,0.53,1.00,0.53,1.00,0.53,0.26"
hornos eficiencia energetica a+++,170,14,0.17,1.00,15600,Commercial,"Reviews, Site links, Image, People also ask, Image pack","1.00,1.00,1.00,0.33,0.42"
la eficiencia energética,170,48,0.41,0.18,27300000,Informational,"Reviews, Site links, Top stories, People also ask, Video carousel, Knowledge panel","0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.55,1.00,0.76"
las técnicas de conducción eficiente aumenta la seguridad vial,170,10,0.44,0.02,212000,Commercial,"Reviews, Video, People also ask","0.80,1.00,0.80,0.80,0.53,0.53,0.65,0.65,0.53,0.53,0.65,1.00"
las técnicas de conducción eficiente aumentan la seguridad vial,170,11,0.44,0.02,136000,Informational,"Video, People also ask","0.80,1.00,0.80,0.80,0.53,0.53,0.65,0.65,0.53,0.53,0.00,0.00"
lavadora eficiencia a,170,16,0.41,1.00,5060000,"Informational, Commercial","Reviews, FAQ, Image, People also ask, Image pack","0.01,0.15,1.00,0.15,0.01,0.54,0.01,0.15,0.10,0.15,0.07,0.12"
lavavajillas mas eficientes,170,29,0.23,1.00,101000,Informational,"Reviews, Site links, Image, People also ask","0.02,1.00,0.19,0.15,0.01,0.36,0.05,0.15,0.07,0.05,0.04,0.05"
microondas eficiencia energetica,170,10,0.12,1.00,2480000,"Informational, Commercial","Reviews, Site links, Image, People also ask, Image pack","1.00,0.22,0.22,0.22,0.22,0.22,0.54,0.22,0.22,0.10,0.10,0.18"
neumáticos eficientes clase a,170,16,0.32,0.92,1690000,Commercial,"Reviews, Site links, Image, People also ask, Image pack","0.43,0.29,1.00,1.00,0.54,0.14,0.29,0.14,0.14,0.08,0.00,0.00"
para que sirve la eficiencia en minecraft,170,18,0.00,0.00,224000,Informational,"Featured snippet, Reviews, People also ask, Image pack, Video carousel","0.24,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10"
placas solares más eficientes 2021,170,16,0.71,1.00,2370000,Commercial,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
proyecto de ley de eficiencia procesal,170,28,0.00,0.00,1610000,Informational,Video carousel,"0.06,1.00,0.81,0.53,0.43"
que es el certificado de eficiencia energetica,170,46,0.18,0.41,445000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.66,1.00,1.00,1.00,0.66,1.00,1.00,1.00,0.80,0.80,0.80,0.66"
que es la eficiencia economica,170,22,0.00,0.00,11200000,Informational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.02,0.11,0.21,1.00,0.26,0.39,0.02,0.02,0.02,0.02,0.03,0.02"
significado de eficiencia,170,45,0.00,0.00,63500000,Informational,"Reviews, Video, People also ask","0.34,0.65,0.80,0.80,0.53,0.65,0.65,0.65,0.53,1.00,0.80,0.42"
sinonimo eficiencia,170,25,0.00,0.00,116000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.26,0.65,0.80,1.00,0.65,0.80,0.65,1.00,1.00,0.00,1.00,0.53"
sinonimos eficiente,170,31,0.00,0.00,90800,Informational,"Reviews, Site links, People also ask, Image pack","0.26,0.53,0.65,0.80,0.53,0.65,0.53,0.80,0.80,1.00,0.65,0.34"
sistema de calefacción más eficiente,170,23,0.58,1.00,4470000,Informational,"Reviews, People also ask, Video carousel","0.21,0.43,0.81,1.00,0.81,1.00,0.43,0.53,0.34,0.34,0.53,0.34"
subvencions generalitat eficiencia energetica 2021,170,23,0.00,0.23,86,Commercial,"Site links, Image pack","0.07,0.03,1.00,0.32,0.32,0.09,0.03,0.03,0.02,0.02,0.02,0.02"
al conducir de forma eficiente,140,16,0.00,0.01,13100000,Informational,"FAQ, People also ask, Image pack, Video carousel","0.52,0.66,0.66,1.00,0.52,0.66,0.66,0.66,0.42,0.52,0.66,0.52"
ayuda eficiencia energetica,140,49,0.79,0.24,490000,Commercial,"People also ask, Video carousel","0.33,0.42,0.66,0.66,0.66,0.80,0.80,1.00,0.52,0.66,0.80,0.66"
ayudas eficiencia energetica castilla y leon,140,23,0.62,0.17,10100,Informational,Image pack,"0.09,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.02,0.06,0.09"
ayudas eficiencia energética,140,45,0.79,0.24,2830000,"Informational, Commercial","People also ask, Video carousel","0.33,0.42,0.66,0.66,0.66,0.80,0.80,1.00,0.52,0.66,0.80,0.66"
ayudas eficiencia energética 2021 extremadura,140,17,0.00,0.00,74000,Informational,"Site links, Video","0.01,0.10,0.03,1.00,0.08,0.01,0.01,0.01,0.01,0.01,0.00,0.00"
calderas eficientes,140,15,1.13,0.92,4660000,"Informational, Commercial","Reviews, Site links, Video, Image, People also ask","0.10,0.02,0.02,1.00,0.02,0.02,0.03,0.02,0.02,0.01,0.01,0.01"
calefaccion mas eficiente,140,25,0.82,1.00,143000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.14,0.22,0.35,1.00,0.43,0.54,0.22,0.29,0.14,0.10,0.10,0.08"
causa eficiente,140,19,0.00,0.00,148000000,"Informational, Transactional","Reviews, Site links, People also ask, Image pack, Video carousel, Knowledge panel","0.19,0.34,0.42,0.80,0.80,1.00,0.80,0.65,0.42,0.42,0.42,0.15"
certificado de eficiencia energetica extremadura,140,11,0.43,0.16,19200,Transactional,"Reviews, FAQ, People also ask, Image pack","0.43,0.22,0.10,0.10,0.54,0.10,1.00,0.10,0.14,0.14,0.10,0.06"
certificado de eficiencia energetica vivienda,140,37,0.63,0.54,1800000,"Informational, Commercial","Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.15,0.21,0.34,0.21,0.21,0.28,0.53,0.53,1.00,0.81,0.81,0.65"
certificado eficiencia energetica euskadi,140,14,0.78,0.08,90,"Informational, Transactional","Reviews, People also ask, Image pack","0.23,0.64,1.00,1.00,0.82,0.82,1.00,0.82,0.64,0.82,0.64,0.52"
clasificacion eficiencia energetica electrodomesticos,140,34,0.14,0.78,1380000,Informational,"Reviews, Site links, Video, People also ask, Image pack","1.00,0.23,0.03,0.15,0.03,0.18,0.06,0.03,0.03,0.03,0.03,0.03"
coches eficientes,140,28,0.60,0.13,17900000,Informational,"Site links, Video, People also ask","0.22,0.22,0.43,1.00,0.00,0.00,0.29,0.29,0.06,0.04,0.04,0.04"
cursos eficientes justicia,140,18,0.95,0.35,1440000,"Informational, Transactional","Reviews, Site links, Video, Image pack, Knowledge panel","0.81,0.53,0.43,0.65,0.65,0.28,0.43,0.43,0.28,0.12,0.06,0.06"
definicion eficiencia,140,49,0.00,0.00,46900000,Informational,"Site links, FAQ, Video, People also ask, Knowledge panel","0.42,1.00,0.80,0.65,0.53,0.42,0.42,0.42,0.34,0.34,0.26,0.15"
desgravacion eficiencia energetica,140,27,0.57,0.04,1330,Informational,"Site links, People also ask, Image pack","0.04,1.00,0.52,1.00,0.09"
diferencia eficaz y eficiencia,140,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
diferencia eficiencia y eficaz,140,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
diferencia eficiente y eficaz,140,37,0.07,0.01,65600000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Video carousel","0.34,0.80,1.00,1.00,0.65,0.80,0.65,0.80,0.15,0.11,0.15,0.07"
diferencias eficiencia y eficacia,140,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
diferencias entre eficiencia y eficaz,140,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
efectividad eficacia y eficiencia,140,30,0.16,0.01,46300000,Informational,"Featured snippet, Reviews, Video, People also ask","0.28,0.53,0.65,1.00,0.53,0.53,0.43,0.43,0.43,0.34,0.28,0.15"
eficacia y eficiencia y efectividad,140,28,0.16,0.01,13000000,Informational,"Featured snippet, People also ask, Video carousel","0.28,0.53,0.65,1.00,0.53,0.53,0.34,0.34,0.21,0.28,0.15,0.09"
eficaz eficiente efectivo,140,19,0.16,0.01,15500000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.17,0.35,0.43,0.66,0.35,0.35,0.23,0.23,0.28,0.35,1.00,0.35"
eficaz y eficiencia diferencia,140,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
eficiencia efectividad y eficacia,140,30,0.16,0.01,12300000,Informational,"Featured snippet, Video, People also ask","0.28,0.53,0.65,1.00,0.53,0.53,0.34,0.34,0.21,0.28,0.15,0.09"
eficiencia en aires acondicionados,140,22,0.19,1.00,14100000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.53,0.28,0.15,0.28,0.21,0.28,0.28,0.34,0.28,0.65,1.00,0.00"
eficiencia en ingles,140,25,0.00,0.00,83,Informational,"Video, People also ask, Image pack","0.64,0.82,1.00,0.82,0.64,0.82,0.82,0.82,0.64,0.82,0.64,0.64"
eficiencia energetica certificado,140,54,0.74,0.56,6230000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.42,0.53,0.53,0.53,0.42,0.53,0.53,0.65,0.65,0.26,1.00,0.53"
eficiencia energetica g tv,140,31,0.00,0.74,2770000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Image pack","0.03,0.06,0.03,1.00,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01"
eficiencia energetica placas induccion,140,26,0.17,0.98,420000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask, Image pack","0.22,0.22,0.22,0.22,1.00,0.22,0.22,0.22,0.18,0.08,0.18,0.18"
eficiencia energetica y energía solar térmica,140,19,0.57,0.08,2650000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.28,1.00,0.28,0.21,0.12,0.21,0.15,0.28,0.28,0.65,0.81,0.65"
eficiencia energética d,140,30,0.29,0.21,13800000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack","0.52,0.66,0.66,0.80,0.52,0.66,0.52,0.66,0.52,0.52,0.80,1.00"
eficiencia panel solar,140,17,0.83,0.96,5130000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel","0.66,0.52,0.66,0.80,0.52,0.52,0.52,1.00,0.42,0.52,0.33,0.80"
eficiencia placas solares,140,19,0.93,1.00,2830000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.66,0.66,0.66,1.00,0.52,0.52,0.66,0.66,0.80,0.80,0.66,0.66"
eficiencia rae,140,41,0.00,0.00,80,"Navigational, Transactional","Site links, Video, People also ask, Image pack","0.52,0.80,0.80,0.80,0.66,0.80,0.80,1.00,0.80,0.80,0.52,0.52"
eficiencia y eficaz diferencia,140,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
eficiencias energeticas,140,51,0.41,0.18,6420,Informational,"Reviews, Site links, Video, Image, People also ask, Knowledge panel","0.17,0.23,0.23,0.28,0.17,0.23,0.23,0.28,1.00,0.17,0.53,0.10"
eficiente vs eficaz,140,37,0.09,0.01,15600000,Informational,"Featured snippet, Video, People also ask, Video carousel","0.42,0.80,1.00,1.00,0.66,0.66,0.66,0.80,0.52,0.66,0.42,0.33"
eficientemente sinonimos,140,28,0.00,0.00,9880000,Informational,"Featured snippet, Video, People also ask","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.21,0.32,0.00"
empresa eficiencia energetica,140,46,0.91,0.28,1130000,Commercial,"Local pack, Reviews, People also ask, Video carousel","0.52,0.64,0.64,0.82,0.52,0.82,0.82,0.82,0.82,0.82,1.00,0.82"
frigorificos eficiencia energetica,140,22,0.29,1.00,34000,Commercial,"Reviews, Site links, Image, People also ask, Image pack","0.80,0.53,0.53,0.53,0.34,0.53,0.42,0.53,0.34,0.42,0.65,0.65"
frontera eficiente,140,28,0.00,0.00,8720000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask, Image pack","0.43,0.10,0.66,0.66,0.10,0.29,0.10,0.10,0.06,0.08,0.04,0.08"
idae eficiencia energética,140,38,0.94,0.06,179000,"Navigational, Transactional","Video, People also ask","0.06,0.44,0.28,0.28,0.01,0.06,1.00,0.23,0.03,0.18,0.03,0.03"
la diferencia entre eficacia y eficiencia,140,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
la eficiencia energetica,140,47,0.41,0.18,4320000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.66,0.80,0.80,1.00,0.66,0.80,0.80,1.00,0.42,0.33,0.23,0.19"
las técnicas de conducción eficiente... test,140,10,0.00,0.01,346000,Informational,"Site links, Video, People also ask","0.09,0.09,0.09,0.44,0.09,0.09,1.00,0.09,0.04,0.05,0.06,0.06"
lavadora eficiencia energetica,140,16,0.32,1.00,237000,"Informational, Commercial","Reviews, Site links, Image, People also ask, Image pack","0.34,0.43,0.34,0.43,0.34,0.43,0.34,0.34,0.28,1.00,0.28,0.21"
lavadora eficiente,140,26,0.36,1.00,2630000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.66,1.00,0.80,0.80,0.66,0.66,0.52,0.80,0.66,0.66,0.52,0.52"
lavavajillas eficiencia a,140,19,0.31,1.00,3820000,Informational,"Reviews, FAQ, Image, People also ask, Image pack","0.15,0.36,0.23,1.00,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.12"
master eficiencia energetica,140,20,3.84,0.74,320000,Informational,"Reviews, Site links, People also ask, Video carousel, Adwords top","0.52,0.52,0.52,0.66,0.52,1.00,0.52,0.52,0.42,0.52,0.52,0.52"
neveras eficiencia energetica,140,24,0.30,1.00,39600,"Informational, Commercial","Reviews, Image, People also ask, Image pack","0.80,0.80,0.80,0.65,0.42,0.65,0.53,0.65,0.19,0.15,0.26,0.26"
nueva eficiencia energetica,140,34,0.13,0.37,4600000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.66,0.66,0.66,1.00,0.52,0.66,0.52,0.52,0.42,0.52,0.33,0.52"
paneles fotovoltaicos mas eficientes,140,23,1.13,1.00,68300,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.43,0.14,0.14,0.29,0.54,1.00,0.14,0.14,0.10,0.08,0.06,0.06"
prestamo eficiencia energetica,140,16,1.57,0.68,15500,Informational,"People also ask, Image pack","0.10,0.10,0.35,1.00,0.10,0.54,0.10,0.10,0.08,0.08,0.29,0.29"
proyecto ley eficiencia procesal,140,26,0.00,0.01,1610000,Informational,"Video, Image pack","0.03,1.00,0.42,0.53,0.34"
que es eficiente,140,45,0.00,0.00,261000000,Informational,"Site links, FAQ, Video, People also ask, Image pack","0.26,0.65,1.00,1.00,0.65,0.65,0.53,0.65,0.53,0.53,0.53,0.19"
que es la eficiencia tecnica,140,17,0.00,0.00,23400000,Informational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.01,0.01,0.03,1.00,0.10,0.03,0.01,0.03,0.01,0.01,0.01,0.01"
que significa eficiencia,140,45,0.00,0.00,112000000,Informational,"Reviews, Site links, Video, People also ask","0.34,0.53,0.65,0.53,0.34,0.34,0.34,0.53,0.65,1.00,0.65,0.00"
registro de certificados de eficiencia energética canarias,140,11,0.00,0.01,99400,"Informational, Transactional","Reviews, FAQ, Video, Image pack","1.00,0.01,0.01,0.01,0.01,0.05,0.05,0.01,0.01,0.01,0.01,0.01"
significado eficiencia,140,46,0.00,0.00,68000000,Informational,"Site links, Video, People also ask","0.52,0.80,1.00,0.80,0.52,0.66,0.66,0.80,0.52,1.00,0.52,0.42"
subvencion eficiencia energetica andalucia,140,34,0.48,0.27,733000,Commercial,"Site links, Image pack","0.01,0.01,0.05,0.01,0.06,0.01,1.00,0.01,0.01,0.01,0.01,0.01"
