Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
aerotermia lleida,260,10,1.04,0.40,92,Commercial,"Local pack, Reviews, Image, Image pack, Video carousel","0.01,0.03,0.01,0.01,0.01,1.00,0.01,0.02,0.01,0.01,0.05,0.02"
aerotermia monobloc,260,14,0.32,1.00,81,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.35,0.53,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.53,0.66,1.00"
aerotermia o geotermia,260,13,0.30,0.54,155000,Commercial,"Reviews, People also ask, Image pack, Video carousel","0.43,0.54,0.66,1.00,0.66,0.66,0.66,1.00,0.43,0.29,0.29,0.54"
aerotermia precio m2,260,17,0.46,1.00,232000,Transactional,"Reviews, Site links, Video, Image, People also ask, Image pack","0.82,0.53,1.00,1.00,0.66,1.00,0.53,0.53,0.28,0.28,0.43,0.82"
aerotermia que es y como funciona,260,42,0.16,0.51,154000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.81,0.66,1.00,1.00,0.66,1.00,0.54,0.35,0.18,0.14,0.14,0.43"
aerotermia terrassa,260,9,1.84,0.32,97,Commercial,"Local pack, Reviews, Video, Image, Image pack","0.55,0.04,1.00,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.03"
aerotermia thermor,260,17,0.27,1.00,75,"Informational, Transactional","Reviews, Video, Image, Image pack, Video carousel","0.35,0.53,0.66,0.82,0.82,1.00,1.00,0.82,0.53,0.53,0.53,0.53"
aerotermia vivienda unifamiliar,260,18,0.56,1.00,106000,"Informational, Transactional","Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.04,0.16,0.04,0.08,0.04,0.45,1.00,0.04,0.04,0.06,0.02,0.03"
aerotermia wikipedia,260,52,0.18,0.31,19000,Informational,"Reviews, People also ask, Image pack","0.43,0.54,0.54,1.00,0.54,0.81,0.54,0.54,0.29,0.35,0.54,1.00"
bomba de calor aerotermia precios,260,29,0.31,1.00,371000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.28,0.53,0.82,1.00,0.82,0.82,0.66,1.00,0.82,0.66,0.53,0.82"
calderas de aerotermia,260,34,0.41,1.00,1540000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.15,0.23,0.36,0.54,0.36,0.44,0.36,1.00,0.29,0.19,0.23,0.44"
calentador aerotermia,260,25,0.30,1.00,156000,Commercial,"Local pack, Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.43,0.65,0.81,1.00,0.81,1.00,0.65,1.00,0.65,0.53,0.53,0.65"
como instalar aerotermia,260,23,0.27,0.77,272000,Informational,"Reviews, Site links, Video, People also ask, Video carousel","0.16,0.04,0.36,0.04,0.04,1.00,0.04,0.04,0.02,0.02,0.03,0.04"
deposito de inercia aerotermia,260,14,0.58,1.00,89,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.43,0.65,0.81,1.00,0.65,0.81,0.81,1.00,0.65,0.81,0.65,0.81"
equipo aerotermia,260,44,0.38,1.00,309000,"Informational, Transactional","Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.35,0.53,0.66,0.82,0.66,0.82,0.82,1.00,0.66,0.66,0.66,1.00"
equipos aerotermia,260,39,0.38,1.00,466000,Commercial,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.35,0.43,0.66,0.82,0.66,0.82,0.82,1.00,0.28,0.35,0.35,0.66"
esquema aerotermia,260,12,0.43,0.96,52100,Informational,"Reviews, Site links, Image, Image pack, Video carousel","0.35,0.53,0.53,0.82,0.66,0.66,0.66,0.82,0.66,1.00,0.66,0.82"
instalaciones de aerotermia,260,24,0.59,1.00,1060000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.35,0.43,0.81,1.00,0.66,0.81,0.66,0.81,0.43,0.29,0.29,0.43"
lennox aerotermia,260,22,0.00,0.71,69,"Informational, Transactional","Local pack, Reviews, Site links, Video, Image pack","0.00,0.10,1.00,0.55,0.36,0.03,0.13,0.03,0.00,0.00,0.00,0.00"
maquina de aerotermia,260,29,0.34,1.00,64500,"Informational, Transactional","Reviews, Site links, FAQ, Video, Image, People also ask, Image pack, Video carousel","0.65,0.65,0.81,1.00,0.81,1.00,0.81,1.00,0.65,0.81,0.81,1.00"
mitsubishi aerotermia,260,19,0.48,0.94,87,"Informational, Transactional","Reviews, Video, Image, People also ask, Image pack, Video carousel","0.23,0.35,0.54,1.00,0.54,0.54,0.44,0.54,0.35,0.44,0.28,0.35"
opiniones aerotermia,260,14,0.27,0.92,1250000,Informational,"Reviews, Site links, People also ask, Video carousel","0.53,0.35,0.66,0.82,0.53,0.82,0.66,1.00,0.66,0.66,0.53,0.82"
panasonic aerotermia,260,13,0.68,0.94,60,"Informational, Transactional","Reviews, Site links, Image, Image pack, Video carousel","0.35,0.53,1.00,1.00,0.53,0.66,0.66,0.82,0.66,0.53,0.53,0.82"
precio aerotermia casa 200m2,260,12,0.54,1.00,77,Transactional,"Reviews, Site links, People also ask, Image pack","0.00,0.00,0.13,0.02,0.16,1.00,0.02,0.02,0.02,0.03,0.08,0.31"
precio instalacion aerotermia,260,17,0.60,0.95,104000,Transactional,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.53,0.82,0.82,1.00,0.66,0.66,0.53,0.82,0.53,0.43,0.43,0.66"
precio m2 suelo radiante con aerotermia,260,21,0.41,0.71,112000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.66,0.66,0.82,0.82,0.82,1.00,0.82,0.82,0.53,0.43,0.28,0.35"
radiador aerotermia,260,22,0.39,1.00,244000,"Informational, Transactional","Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.18,0.29,0.54,0.81,0.54,0.66,0.66,1.00,0.66,0.54,0.81,0.81"
ruido aerotermia,260,13,0.00,0.29,99700,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.01,0.01,0.01,0.59,0.32,1.00,0.32,0.14,0.07,0.07,0.05,0.09"
saunier duval aerotermia precios,260,15,0.51,1.00,76,Transactional,"Reviews, Image, People also ask, Image pack, Video carousel","0.01,0.02,0.03,1.00,0.01,0.02,0.03,0.01,0.02,0.01,0.00,0.00"
aerotermia agua caliente,210,24,0.28,1.00,1200000,Informational,"Reviews, Site links, Image, People also ask, Video carousel","0.42,0.65,0.80,1.00,0.80,1.00,1.00,1.00,0.65,0.65,0.65,0.65"
aerotermia ariston precios,210,14,0.35,1.00,77,Transactional,"Reviews, Site links, Video, Image, People also ask, Image pack","0.10,0.36,0.05,0.05,0.05,1.00,0.05,0.05,0.03,0.01,0.01,0.01"
aerotermia bricomart,210,21,0.27,1.00,56,"Navigational, Transactional","Reviews, Site links, Video, Image, Image pack","0.34,0.43,0.65,0.65,0.65,0.65,0.65,1.00,0.65,0.81,0.53,0.65"
aerotermia daikin altherma 3,210,23,0.36,0.99,50,"Informational, Transactional","Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.43,0.53,0.81,1.00,0.81,0.81,0.65,1.00,0.81,0.65,0.81,0.81"
aerotermia en piso,210,16,0.34,1.00,299000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.03,0.04,0.07,0.11,0.07,0.09,0.07,0.14,0.05,0.88,0.88,1.00"
aerotermia lg,210,22,0.45,1.00,62,"Informational, Transactional","Reviews, Image, People also ask, Image pack, Video carousel","0.28,0.28,0.43,0.66,0.66,0.53,0.43,1.00,0.66,0.35,0.43,0.43"
aerotermia por radiadores,210,21,0.43,0.99,791000,"Informational, Transactional","Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.05,0.05,0.10,1.00,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.10"
aerotermia precio leroy merlin,210,26,0.45,1.00,34,Transactional,"Reviews, Image, People also ask, Image pack, Video carousel","0.43,0.66,0.82,1.00,0.53,1.00,0.82,0.66,0.28,0.35,0.23,0.28"
aerotermia vs geotermia,210,20,0.33,0.23,10800,Commercial,"Reviews, People also ask, Image pack, Video carousel","0.65,0.65,0.81,0.81,0.65,0.65,0.65,1.00,0.65,0.43,0.53,0.81"
aire acondicionado aerotermia,210,18,0.32,1.00,2210000,Informational,"Local pack, Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.35,0.23,0.28,0.44,0.23,0.35,0.28,0.35,0.23,0.35,1.00,0.81"
ayudas aerotermia 2021,210,31,0.59,0.35,33300,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.43,0.66,0.81,1.00,0.81,0.54,0.14,0.29,0.08,0.04,0.04,0.04"
bomba calor aerotermia,210,36,0.32,1.00,459000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.53,0.66,0.53,0.53,0.53,0.53,0.53,0.82,1.00,0.53,0.53,0.82"
caldera aerotermia radiadores,210,21,0.46,1.00,187000,"Informational, Transactional","Reviews, FAQ, Image, People also ask, Image pack, Video carousel","0.02,0.02,0.02,0.39,0.21,0.02,1.00,0.17,0.14,0.11,0.17,0.21"
cuanto cuesta instalar aerotermia en casa,210,18,0.50,0.65,205000,Informational,"Reviews, Site links, Image, People also ask, Video carousel","0.01,0.01,0.01,0.01,0.01,1.00,0.11,0.02,0.01,0.01,0.01,0.01"
cuanto cuesta poner aerotermia en una casa,210,20,0.43,0.89,166000,Informational,"Reviews, Site links, Video, People also ask, Image pack, Adwords top","0.01,0.01,0.01,0.02,0.01,1.00,0.01,0.04,0.04,0.04,0.07,0.04"
cómo funciona la aerotermia,210,42,0.18,0.61,158000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack, Video carousel","0.28,0.34,0.65,1.00,0.53,0.81,0.65,1.00,0.81,0.65,0.53,0.65"
equipos de aerotermia,210,42,0.36,1.00,543000,Commercial,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.65,0.80,1.00,1.00,1.00,1.00,1.00,1.00,0.80,0.65,1.00,0.80"
instalación de aerotermia,210,25,0.59,1.00,1980000,"Informational, Transactional","Reviews, Site links, People also ask, Image pack, Video carousel","0.28,0.35,0.66,0.82,0.53,0.66,0.53,0.66,1.00,0.35,0.43,0.53"
instalador aerotermia,210,19,0.84,1.00,104000,Commercial,"Local pack, Reviews, Site links, Image, People also ask, Video carousel","0.28,0.43,0.66,0.82,0.66,0.66,0.53,0.66,1.00,0.43,0.82,0.53"
kwb aerotermia,210,8,0.00,0.00,56,Navigational,Image pack,"0.00,0.12,1.00,0.81,0.67,0.19,0.04,0.04,0.00,0.00,0.00,0.00"
lg aerotermia,210,22,0.52,0.99,65,"Informational, Transactional","Reviews, Image, People also ask, Image pack, Video carousel","0.17,0.23,0.53,1.00,0.82,0.35,0.43,0.66,0.43,0.28,0.28,0.28"
subvencion aerotermia,210,24,0.57,0.77,6290,Informational,"Reviews, Site links, People also ask, Video carousel","0.10,0.22,0.29,0.43,0.54,0.54,0.54,1.00,0.43,0.35,0.54,0.54"
thermor aerotermia,210,20,0.26,1.00,66,"Informational, Transactional","Reviews, Video, Image, People also ask, Image pack, Video carousel","0.23,0.28,0.35,0.53,0.66,1.00,1.00,0.82,0.43,0.43,0.43,0.53"
acumulador acs aerotermia,170,15,0.38,1.00,68400,Informational,"Reviews, Image, People also ask, Image pack, Video carousel","0.07,0.07,0.07,1.00,0.21,0.07,0.07,0.07,0.07,0.05,0.03,0.05"
aerotermia aire aire,170,25,0.33,1.00,3320000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.42,0.53,0.80,1.00,0.80,0.80,0.80,1.00,0.65,0.53,0.53,0.80"
aerotermia ariston 200 litros,170,18,0.27,1.00,68,"Informational, Transactional","Reviews, Image, Image pack, Video carousel","0.11,0.03,0.05,0.03,0.03,0.59,1.00,0.07,0.07,0.04,0.04,0.05"
aerotermia con fancoils,170,14,0.41,1.00,165000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.42,0.53,0.65,0.80,0.65,0.80,0.53,1.00,0.53,0.53,0.65,1.00"
aerotermia daikin precio,170,14,0.35,1.00,43,Transactional,"Reviews, Image, People also ask, Image pack, Video carousel","0.28,0.34,0.81,1.00,0.65,0.65,0.43,0.65,0.43,0.28,0.43,0.65"
aerotermia fancoils,170,15,0.43,0.99,112000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.66,0.66,0.66,0.66,1.00,1.00,1.00,1.00,0.66,0.66,0.80,1.00"
aerotermia foro,170,15,0.39,0.49,43,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.52,0.52,0.66,0.80,1.00,1.00,1.00,1.00,0.80,0.66,0.66,0.80"
aerotermia mundoclima,170,18,0.52,1.00,61,"Navigational, Transactional","Video, Image, Image pack","0.01,0.01,0.01,0.04,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.07"
aerotermia opiniones 2020,170,12,0.00,0.37,100,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.43,0.35,0.66,1.00,0.35,0.66,0.35,0.12,0.10,0.05,0.05,0.05"
aerotermia opiniones negativas,170,19,0.36,0.38,72,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.00,0.00,0.00,0.23,0.23,0.23,1.00,0.29,0.19,0.23,0.15,0.19"
aerotermia para acs,170,23,0.25,1.00,486000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.42,0.53,0.53,0.80,0.53,1.00,0.80,1.00,0.53,0.65,0.53,0.65"
aerotermia piso 100m2,170,22,0.42,1.00,94,Informational,"Reviews, Image, People also ask, Image pack, Video carousel","0.53,0.53,0.81,1.00,0.81,0.81,0.65,0.81,0.28,0.34,0.34,0.28"
aerotermia piso 70m2,170,15,0.37,1.00,71,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.21,0.53,0.81,1.00,0.81,1.00,0.53,0.43,0.34,0.21,0.53,0.81"
aerotermia por conductos,170,14,0.48,1.00,569000,Informational,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack, Video carousel","0.53,0.53,0.53,0.81,0.43,0.65,0.65,0.65,0.43,0.43,0.65,1.00"
aerotermia rubi,170,8,1.39,0.88,85,Commercial,"Local pack, Reviews, Site links, Video, People also ask, Image pack","0.59,0.03,1.00,0.03,0.03,0.07,0.11,0.03,0.02,0.02,0.02,0.02"
aerotermia samsung,170,18,0.51,1.00,79,"Informational, Transactional","Image, Image pack, Video carousel","0.42,0.53,0.80,1.00,0.53,0.53,0.80,1.00,0.80,0.65,0.53,0.65"
aerotermia saunier duval precio,170,14,0.50,1.00,67,Transactional,"Reviews, Video, Image, People also ask, Image pack, Video carousel","0.21,0.53,0.81,1.00,0.65,0.65,0.65,0.43,0.28,0.21,0.21,0.34"
aerotermia valencia,170,15,1.16,0.70,180000,Commercial,"Local pack, Reviews, Site links, Video, Image, People also ask, Image pack","0.53,0.53,0.80,0.80,1.00,1.00,1.00,1.00,0.65,0.53,0.80,0.80"
aerotermia viessmann precios,170,11,0.49,1.00,57,Transactional,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.43,1.00,0.14,0.14,1.00,1.00,0.14,0.14,0.06,0.06,0.06,0.10"
aparato aerotermia,170,36,0.31,1.00,68700,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.52,0.66,0.66,1.00,0.66,1.00,0.66,1.00,0.80,0.66,0.52,1.00"
ayudas aerotermia 2022,170,29,0.48,0.48,66200,Informational,"Reviews, Site links, People also ask, Image pack","0.00,0.00,0.04,0.54,0.35,0.43,0.10,1.00,0.43,0.54,0.66,0.66"
calculo aerotermia,170,22,0.48,0.46,21900,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.34,0.42,0.53,0.80,0.65,0.80,1.00,1.00,0.65,0.65,0.65,0.65"
calefaccion con aerotermia,170,40,0.31,1.00,2430000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.34,0.42,0.80,1.00,0.80,0.80,0.65,0.80,0.53,0.53,0.53,0.65"
esquema aerotermia con deposito de inercia,170,12,0.30,0.79,8110,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.34,0.43,0.65,1.00,0.65,0.65,0.65,0.81,0.43,0.43,0.43,0.43"
foro aerotermia,170,15,0.39,0.49,35,Informational,"Site links, Video, People also ask, Image pack","0.42,0.53,0.65,0.80,1.00,1.00,1.00,1.00,0.65,0.53,0.42,0.53"
geotermia o aerotermia vivienda unifamiliar,170,18,0.37,0.74,13500,Commercial,"Reviews, Site links, People also ask, Image pack, Video carousel","0.00,0.00,0.54,0.09,0.19,1.00,1.00,0.09,0.06,0.04,0.02,0.02"
geotermia vs aerotermia,170,18,0.33,0.23,8570,Commercial,"Reviews, People also ask, Image pack, Video carousel","0.53,0.53,0.80,0.80,0.53,0.53,0.65,1.00,0.80,0.34,0.42,0.53"
maquinas aerotermia,170,33,0.34,1.00,52800,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.22,0.29,0.35,0.43,0.35,0.43,0.35,0.43,0.43,0.29,0.43,1.00"
maquinas de aerotermia,170,25,0.34,1.00,49400,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.52,0.66,0.80,1.00,0.80,1.00,0.80,1.00,0.52,0.66,0.66,1.00"
mejor aerotermia 2021,170,13,0.30,0.58,155000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.43,0.53,0.81,1.00,0.65,0.65,0.43,0.43,0.21,0.12,0.06,0.06"
precio aerotermia con radiadores,170,24,0.45,1.00,608000,Transactional,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","1.00,1.00,0.14,0.14,0.14,0.43,0.29,0.14,0.08,0.06,0.08,0.29"
precio instalación aerotermia vivienda unifamiliar,170,18,0.76,0.98,53700,Transactional,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.01,0.08,0.01,0.23,0.66,1.00,0.44,0.28,0.18,0.18,0.11,0.11"
presupuesto aerotermia,170,18,1.97,1.00,240000,Informational,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.28,0.28,0.43,0.66,0.43,0.43,0.53,0.66,1.00,0.43,0.35,0.53"
qué es y cómo funciona la aerotermia,170,42,0.12,0.92,160000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.23,0.23,0.66,0.66,0.53,0.82,0.66,1.00,0.66,0.00,0.00,0.00"
radiadores de aerotermia,170,20,0.32,1.00,669000,"Informational, Transactional","Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.05,0.05,0.05,0.05,0.05,1.00,0.05,0.05,0.03,0.03,0.02,0.03"
radiadores de baja temperatura para aerotermia,170,18,0.27,1.00,83500,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.43,0.43,0.65,0.81,0.65,0.65,0.65,1.00,0.43,0.43,0.34,0.53"
se puede instalar aerotermia en una casa ya construida,170,14,0.39,0.68,17600,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.23,0.12,0.12,0.23,0.12,0.12,0.12,0.12,0.09,0.05,0.19,0.29"
sistemas de aerotermia,170,41,0.34,0.99,791000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.53,0.53,0.65,0.80,0.65,0.80,0.65,0.80,0.80,0.53,1.00,0.80"
spf aerotermia,170,14,0.00,0.01,3980,Informational,"Reviews, Image, People also ask, Image pack","0.44,0.11,0.54,0.23,0.11,1.00,0.81,0.11,0.06,0.08,0.05,0.05"
termo aerotermia opiniones,170,16,0.00,0.91,100,Informational,"Reviews, Site links, FAQ, Video, Image, People also ask","0.05,0.02,0.02,0.01,0.01,0.07,0.01,0.01,0.00,0.00,0.00,0.00"
aerotermia 12kw precio,140,13,0.42,1.00,91,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.26,0.34,0.53,1.00,0.53,0.65,0.53,0.65,0.53,0.65,0.53,0.80"
aerotermia acs y calefaccion,140,24,0.45,1.00,103000,Informational,"Reviews, FAQ, Image, People also ask, Image pack, Video carousel","0.33,0.42,0.66,1.00,0.66,0.80,0.52,0.80,0.80,0.66,0.66,0.80"
aerotermia asturias,140,11,0.62,0.57,98700,Commercial,"Local pack, Reviews, Video, Image, People also ask, Image pack, Video carousel","0.42,0.66,1.00,1.00,0.52,0.66,0.66,1.00,0.52,0.66,0.80,0.66"
aerotermia barcelona,140,12,2.35,0.79,280000,Commercial,"Local pack, Reviews, Site links, Image, Video carousel, Adwords bottom","0.66,0.66,1.00,0.66,0.52,0.66,0.66,0.66,0.42,0.52,0.52,0.66"
aerotermia baxi opiniones,140,19,0.34,0.76,68,Informational,"Reviews, Site links, Video, Image, Image pack","0.42,0.66,0.52,1.00,0.80,1.00,0.80,0.80,0.52,0.66,0.66,0.80"
aerotermia con split,140,14,0.45,1.00,99,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.08,0.02,0.29,0.35,0.35,0.35,0.02,0.29,0.14,0.14,0.22,0.29"
aerotermia coste,140,25,0.53,1.00,124000,Informational,"Reviews, Site links, Video, Image, People also ask","0.42,0.42,0.53,0.80,0.53,0.53,0.53,1.00,0.53,0.53,0.42,0.65"
aerotermia de alta temperatura,140,14,0.32,1.00,163000,Informational,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.06,0.08,0.22,0.29,0.14,0.18,0.18,1.00,0.35,0.18,0.22,0.43"
aerotermia en valencia,140,14,1.01,0.71,226000,Commercial,"Local pack, Reviews, Site links, Video, Image, People also ask","0.02,0.02,0.02,0.32,1.00,0.02,0.21,0.02,0.02,0.02,0.02,0.02"
aerotermia esquema,140,14,0.28,1.00,59200,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.42,0.66,0.66,1.00,0.66,1.00,0.66,1.00,0.66,0.52,0.52,0.52"
aerotermia hitachi,140,13,0.70,0.78,71,"Informational, Transactional","Reviews, Site links, Video, Image, Image pack, Video carousel","0.23,0.42,0.66,0.80,0.66,0.80,0.66,1.00,0.66,0.66,0.66,0.80"
aerotermia malaga,140,10,0.93,0.77,67000,Commercial,"Local pack, Reviews, Site links, Image, People also ask, Image pack","0.02,0.05,0.02,0.02,0.05,1.00,0.02,0.02,0.02,0.02,0.04,0.05"
aerotermia o placas solares,140,19,0.98,1.00,460000,Commercial,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.42,0.52,0.66,1.00,0.66,0.66,0.66,1.00,0.66,0.52,0.42,1.00"
aerotermia opiniones usuarios,140,13,0.39,0.42,965000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.80,1.00,0.80,0.80,0.42,0.65,0.42,0.65,0.26,0.11,0.07,0.11"
aerotermia panasonic 9kw,140,11,0.52,1.00,46,"Informational, Transactional","Reviews, Site links, Video, Image, Image pack","1.00,0.10,0.10,0.35,0.54,0.10,0.35,0.10,0.08,0.08,0.18,0.18"
aerotermia piscina,140,15,0.33,1.00,828000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.64,0.82,0.52,0.82,0.29,0.64,0.82,0.64,0.82,1.00,0.64,0.64"
aerotermia por conductos de aire,140,13,0.40,1.00,439000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.08,0.15,0.08,1.00,0.15,0.35,0.35,0.23,0.11,0.08,0.23,0.23"
aerotermia precio 2020,140,13,0.30,1.00,365000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.35,0.53,0.82,1.00,0.28,0.43,0.53,0.10,0.05,0.05,0.05,0.05"
aerotermia precio instalacion,140,18,0.60,0.95,415000,Transactional,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.52,0.80,0.80,1.00,0.66,0.66,0.52,0.80,0.42,0.33,0.33,0.52"
aerotermia saunier duval opiniones,140,13,0.52,0.92,66,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.34,0.53,1.00,0.42,0.26,0.34,0.34,0.53,0.53,0.53,0.42,0.53"
aerotermia toshiba,140,17,0.46,1.00,91,Informational,"Local pack, Reviews, Image, People also ask, Image pack, Video carousel","0.33,0.52,0.66,0.66,0.66,0.66,0.66,1.00,0.52,0.80,0.66,0.66"
aerotermia vaillant opiniones,140,14,0.37,0.68,67,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.42,0.52,1.00,0.80,0.66,0.66,0.66,0.80,0.42,0.33,0.33,0.33"
aerotermia vaillant precio,140,13,0.46,1.00,64,Transactional,"Reviews, Video, Image, People also ask, Image pack","0.33,0.52,0.66,1.00,0.66,0.66,0.66,1.00,0.66,0.52,0.52,0.66"
aerotermia viessmann,140,18,0.60,0.96,75,"Informational, Transactional","Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.01,0.01,0.01,1.00,0.02,0.29,0.01,0.19,0.09,0.12,0.09,0.09"
aerotermia y placas solares,140,22,0.00,0.00,543000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.00,0.15,0.15,0.53,1.00,0.53,0.21,1.00,0.65,0.65,0.65,0.81"
ayudas aerotermia 2021 madrid,140,26,0.49,0.57,19900,Informational,"Featured snippet, Reviews, Video, People also ask","0.05,0.44,0.29,1.00,0.02,0.23,0.02,0.02,0.02,0.02,0.02,0.02"
ayudas para instalar aerotermia,140,22,0.47,0.65,30600,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.11,0.11,0.11,0.11,0.11,0.23,1.00,0.11,0.03,0.05,0.03,0.03"
bomba aerotermia,140,36,0.35,1.00,505000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.52,0.64,0.82,1.00,0.52,0.64,0.82,1.00,0.82,0.52,0.52,1.00"
bomba de calor aerotermia precio,140,27,0.31,1.00,397000,Transactional,"Reviews, Site links, Video, Image, People also ask, Image pack","0.15,0.28,0.43,0.53,0.43,0.43,0.34,0.53,1.00,0.28,0.21,0.28"
caldera electrica aerotermia,140,30,0.40,1.00,43700,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.00,0.00,0.10,0.04,0.05,0.29,0.00,1.00,0.15,0.02,0.07,0.05"
calefacción por aerotermia con radiadores,140,19,0.32,0.93,562000,Informational,"Reviews, Site links, People also ask, Video carousel","0.14,0.14,0.29,0.43,0.54,1.00,0.43,0.14,0.06,0.04,0.06,0.08"
cambiar caldera de gas por aerotermia,140,10,0.70,0.79,44300,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.10,0.12,0.35,0.53,0.28,0.43,0.43,1.00,0.53,0.35,0.43,0.66"
cambiar caldera de gasoil por aerotermia,140,11,0.59,0.71,95,Informational,"Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.17,0.23,0.53,1.00,0.53,0.35,0.28,0.43,0.17,0.12,0.23,0.23"
carrier aerotermia,140,19,0.00,0.41,77,Navigational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.01,0.07,0.44,0.36,1.00,0.01,0.01,0.05,0.02,0.02,0.02,0.02"
clima y aerotermia,140,27,0.39,0.62,82,Navigational,"Reviews, Site links, Video, Image pack, Knowledge panel","0.02,0.02,0.08,0.66,0.02,1.00,0.66,0.29,0.43,0.43,0.22,0.29"
climatización por aerotermia,140,36,0.36,0.94,1580000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.82,0.64,0.64,0.82,0.64,0.64,0.64,0.64,0.52,0.64,0.82,1.00"
