Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
cuidamos el medio ambiente,210,44,0.20,0.10,7510000,Informational,"Featured snippet, Site links, People also ask, Image pack, Video carousel","0.18,0.29,0.35,0.54,0.43,0.43,0.54,0.66,0.43,0.66,0.54,0.14"
definicion de medio ambiente,210,53,0.94,0.01,365000000,Informational,"Reviews, FAQ, Video, People also ask, Knowledge panel","0.17,0.66,0.66,0.66,0.43,0.66,0.66,0.66,0.43,0.66,0.43,0.17"
definicion medio ambiente,210,54,0.91,0.01,303000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.12,0.65,0.65,0.65,0.53,0.65,0.81,0.81,0.53,1.00,0.53,0.15"
desastre medio ambiental,210,35,0.00,0.00,6540000,Informational,"Video, Image, People also ask, Knowledge panel","0.17,0.43,1.00,0.82,0.28,0.53,0.43,0.66,0.43,0.82,0.53,0.12"
dia mundial del medio ambient,210,61,0.75,0.02,124000000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel, Instant answer, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.03"
disfraz medio ambiente,210,23,0.00,0.05,2760000,Informational,Reviews,"0.01,0.01,0.02,0.01,0.01,0.20,1.00,0.04,0.03,0.01,0.02,0.02"
el dia mundial del medio ambiente,210,58,0.75,0.02,121000000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel, Instant answer, Knowledge panel","0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.03,0.20,1.00,0.00"
el medio ambiente y el agua,210,37,0.00,0.00,344000000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.01,0.01,0.01,0.16,0.10,0.16,0.55,0.55,0.01,0.08,0.10,0.00"
empleo medio ambiente,210,25,0.25,0.03,179000000,Commercial,"Video, Jobs search","0.81,0.81,0.65,0.81,0.65,0.65,0.65,0.81,0.53,0.81,0.65,0.65"
entorno medio ambiente,210,58,0.00,0.00,105000000,"Informational, Commercial","Featured snippet, Local pack, Reviews, Site links, People also ask, Image pack","0.03,0.01,1.00,0.11,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01"
fcc medio ambiente - fcc environment,210,29,0.00,0.00,78,Informational,"Site links, Image pack, Video carousel, Knowledge panel","1.00,1.00"
frases del medio ambiente cortas,210,34,0.00,0.00,4570000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.17,0.35,0.43,0.43,0.43,0.43,0.53,0.66,0.53,0.82,1.00,0.28"
frases sobre el medi ambient,210,43,0.00,0.00,76700000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask","0.17,0.35,0.35,0.66,0.28,0.43,0.53,0.53,0.66,0.82,1.00,0.17"
frases sobre el medio ambiente,210,42,0.00,0.00,91800000,Informational,"Featured snippet, Reviews, Site links, Video, Image","0.17,0.35,0.35,0.66,0.35,0.53,0.66,0.66,0.53,0.66,0.82,0.10"
imagen medio ambiente,210,34,0.00,0.00,261000000,"Informational, Commercial","Site links, Video, Image, Image pack","0.10,0.28,0.43,0.66,0.43,0.53,0.66,1.00,0.43,1.00,0.66,0.10"
imagenes medio ambiente,210,34,0.00,0.00,198000000,"Informational, Commercial","Video, Image, Image pack","0.10,0.29,0.43,0.66,0.43,0.54,0.66,1.00,0.00,0.81,0.54,0.08"
impacto medio ambiental,210,46,0.54,0.02,61100000,Informational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.08,0.23,0.35,0.54,0.35,0.35,0.54,0.66,0.28,0.66,0.44,0.06"
logo medio ambiente,210,19,0.00,0.01,251000000,"Informational, Commercial","Site links, Image, Image pack","0.34,0.65,0.65,1.00,0.65,0.65,0.81,1.00,0.53,0.81,0.53,0.28"
logos del medio ambiente,210,18,0.00,0.01,12000000,"Informational, Commercial","Reviews, Video, Image, Image pack","0.28,0.53,0.66,1.00,0.66,0.66,0.82,1.00,0.43,0.66,0.43,0.23"
medio ambiente coruña,210,24,0.00,0.01,20400000,"Informational, Navigational","Site links, Knowledge panel","0.00,0.44,0.54,1.00,0.54,0.36,0.00,0.19,0.02,0.15,0.19,0.02"
medio ambiente logo,210,21,0.00,0.01,250000000,"Informational, Commercial","Site links, Image, Image pack","0.34,0.65,0.65,1.00,0.65,0.65,0.81,1.00,0.53,0.81,0.53,0.28"
medio ambiente sinonimo,210,32,0.00,0.00,3350000,Informational,"Featured snippet, People also ask, Image pack","0.23,0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.53,0.66,0.43,0.17"
medio ambiente y educacion,210,45,0.39,0.06,233000000,Informational,"Reviews, Site links, Video, People also ask, Image pack, Shopping ads","0.35,0.43,0.53,0.66,0.43,1.00,0.66,0.66,0.53,0.82,0.53,0.00"
ministerio de medio ambiente españa,210,29,0.00,0.00,31000000,Navigational,"Site links, Video, Image, People also ask, Twitter","0.80,1.00,1.00,1.00,0.80,1.00,1.00,1.00,0.65,0.65,0.80,0.80"
ministerio de medio ambiente y medio rural y marino,210,28,0.00,0.00,1580000,"Informational, Navigational","Site links, Image, People also ask, Image pack, Knowledge panel","0.53,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.65,0.80,0.65,0.65"
ministerio del medio ambiente españa,210,37,0.00,0.00,36400000,Navigational,"Site links, Video, People also ask, Twitter","0.65,0.81,0.81,0.81,0.53,0.65,0.81,1.00,0.65,0.65,1.00,1.00"
ministerio medio ambiente españa,210,58,0.00,0.00,31400000,Navigational,"Site links, People also ask, Twitter","0.53,0.65,0.65,0.65,0.43,0.53,0.65,0.81,0.65,0.65,1.00,0.65"
máster medio ambiente,210,26,4.20,0.12,38600000,Informational,"Site links, Video, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00"
noticia medio ambiente,210,62,0.53,0.02,107000000,Informational,"People also ask, Image pack, Video carousel","0.34,0.81,0.81,1.00,0.53,0.81,0.81,0.81,0.21,0.81,0.53,0.28"
oposiciones agente medio ambiente andalucía 2022,210,11,0.47,0.44,93,"Informational, Commercial","Reviews, Site links, Video, People also ask, Image pack","0.08,0.28,0.35,0.35,0.28,0.54,0.54,0.66,0.54,0.54,0.44,1.00"
planeta dibujos del medio ambiente,210,25,0.00,0.01,71,"Informational, Commercial","Reviews, Site links, Image, Image pack, Video carousel","0.00,0.23,0.28,0.44,0.23,0.28,0.54,0.54,0.44,1.00,0.44,0.11"
problemas en el medio ambiente,210,32,0.38,0.06,317000000,Informational,"Reviews, Site links, Video, Image pack","0.04,0.18,0.29,0.43,0.35,0.43,0.54,0.66,0.43,1.00,0.43,0.04"
propuestas para mejorar el medio ambiente,210,38,0.25,0.19,33200000,Informational,"Featured snippet, Site links, Video, People also ask","0.01,0.03,0.01,0.01,0.01,0.10,0.08,0.01,0.01,0.01,0.00,0.00"
que es el medio ambiente para niños,210,46,0.00,0.00,422000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.00,0.00,0.35,0.66,0.81,0.35,1.00,0.28,0.23,0.28,0.23,0.01"
solaria energia y medio ambiente,210,47,0.60,0.03,84,"Informational, Navigational","Reviews, Site links, FAQ, Image pack, Knowledge panel","0.35,0.53,0.53,0.53,0.35,0.53,0.82,0.66,0.43,0.82,0.35,0.35"
taxus medio ambiente,210,33,0.00,0.00,79,Navigational,"Reviews, Site links, FAQ, Image pack, Video carousel, Knowledge panel","0.65,0.65,0.80,0.80,0.53,0.65,0.80,1.00,0.80,1.00,1.00,0.80"
tecnico medio ambiente,210,19,0.45,0.20,47900000,Informational,"Site links, Video, People also ask, Image pack","0.65,0.81,1.00,0.81,0.65,0.81,0.81,0.81,0.65,0.65,0.65,0.53"
trabajar en medio ambiente,210,32,0.26,0.05,149000000,"Navigational, Commercial","Site links, Video, People also ask, Jobs search","0.53,1.00,1.00,0.80,0.65,0.65,0.80,1.00,0.65,0.80,0.80,0.42"
actua servicios y medio ambiente,170,28,0.18,0.01,2210000,Navigational,"Reviews, Site links, Image pack, Knowledge panel","0.66,1.00,1.00,0.66,0.66,0.66,1.00,1.00,0.52,0.52,1.00,0.80"
agencia de medio ambiente y aguas,170,37,0.00,0.00,31500000,"Informational, Navigational","Reviews, Site links, Image, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.11,0.59,0.07"
agencia europea de medio ambiente,170,37,0.00,0.00,11600000,"Informational, Navigational","Site links, Video, People also ask, Knowledge panel","0.53,0.80,0.80,1.00,0.53,0.53,0.53,0.80,0.53,0.65,0.53,0.53"
agencia europea del medio ambiente,170,33,0.00,0.00,13000000,"Informational, Navigational","Site links, Video, People also ask, Knowledge panel","0.53,0.80,0.80,1.00,0.53,0.53,0.53,1.00,0.65,0.65,0.53,0.42"
agente medio ambiente andalucia,170,15,0.39,0.18,297000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel, Twitter, Knowledge panel","0.18,0.54,0.29,0.43,0.35,0.35,0.29,0.35,0.35,0.43,0.54,1.00"
como afecta el plastico al medio ambiente,170,40,0.71,0.05,511000,Informational,"Featured snippet, Reviews, Video carousel","0.08,0.04,0.20,0.04,0.02,0.04,0.36,0.02,0.01,0.04,0.01,0.00"
como proteger el medio ambiente,170,43,0.16,0.07,103000000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.21,0.21,0.34,0.65,0.53,0.43,0.65,1.00,0.65,1.00,0.53,0.15"
consejeria de medio ambiente de la junta de andalucia,170,42,0.00,0.00,2070000,"Informational, Navigational","Site links, Knowledge panel","0.65,0.81,0.65,0.65,0.43,0.65,0.81,0.81,0.00,0.34,0.34,0.21"
consejeria de medio ambiente extremadura,170,30,0.00,0.00,84,Navigational,"Local pack, Site links, Image, Image pack","0.02,0.02,1.00,1.00,0.02,0.02,0.02,0.02,0.02,0.15,0.02,0.19"
consejeria de medio ambiente vivienda y agricultura,170,18,0.00,0.00,76,Informational,,"0.02,1.00,0.53,0.66,0.53,0.66,0.66,0.66,0.35,0.35,0.35,0.28"
consejeria de medio ambiente vivienda y agricultura madrid,170,23,0.00,0.00,83,Informational,"Video, Image pack","0.00,0.34,0.65,1.00,0.80,1.00,1.00,1.00,0.80,0.80,0.42,0.65"
conselleria medi ambient,170,31,0.00,0.00,96,Commercial,"Local pack, Reviews, Image pack","0.53,0.80,0.53,0.80,0.53,0.53,0.80,1.00,0.80,1.00,0.80,0.65"
consellería de medio ambiente,170,30,0.00,0.00,94,Commercial,"Site links, FAQ, Video, Knowledge panel","0.14,0.29,0.22,0.29,0.14,0.22,0.29,0.29,1.00,0.81,0.35,0.29"
conservacion del medio ambiente,170,31,0.18,0.07,10300000,Informational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.15,0.42,0.53,1.00,1.00,0.53,0.53,1.00,0.53,0.65,0.53,0.19"
cosas buenas para el medio ambiente,170,44,0.49,0.04,851000000,Informational,"Featured snippet, Site links, Video, People also ask","0.11,1.00,0.11,0.35,0.81,0.11,0.54,0.11,0.03,0.06,0.03,0.03"
cuida el medio ambiente,170,39,0.20,0.10,14300000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.17,0.35,0.35,0.66,0.53,0.53,0.66,0.66,0.43,0.53,0.43,0.12"
cuidar el medio ambiente para niños,170,37,0.00,0.00,17400000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.00,0.29,0.29,1.00,0.43,0.43,0.81,0.22,0.10,0.18,0.14,0.02"
el pais medio ambiente,170,70,0.00,0.01,129000000,"Informational, Transactional","Site links, Top stories, Image pack","0.66,1.00,1.00,1.00,0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.52"
europa press medio ambiente,170,28,0.00,0.00,83,"Informational, Transactional","Reviews, Image pack","0.54,0.15,0.66,0.28,0.15,0.15,0.28,0.15,0.08,0.11,0.11,0.06"
fcc medio ambiente empleo,170,25,0.30,0.11,445000,Commercial,"Reviews, Video, People also ask, Image pack, Jobs search","0.28,0.34,0.53,0.34,0.28,0.43,0.53,0.81,0.53,0.81,0.65,1.00"
foto medio ambiente,170,33,0.00,0.00,210000000,"Informational, Commercial","Reviews, Site links, Video, Image, Image pack","0.07,0.17,0.35,0.66,0.43,0.53,0.66,0.66,0.43,0.53,0.43,0.00"
frase medio ambiente,170,36,0.00,0.00,32200000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.11,0.23,0.23,0.35,0.18,0.23,0.35,0.44,0.28,0.54,0.54,0.08"
fundacion medio ambiente,170,47,0.00,0.17,9080000,Commercial,"Local pack, Site links, People also ask","0.03,0.54,0.81,1.00,0.23,0.06,0.03,0.03,0.03,0.03,0.03,0.03"
impacto en el medio ambiente,170,48,0.54,0.02,141000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.10,0.23,0.43,0.53,0.43,0.43,0.53,0.82,0.43,0.66,0.43,0.10"
iso medio ambiente,170,42,0.56,0.24,27700000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.26,0.53,0.53,0.80,0.53,0.53,0.80,1.00,0.53,0.65,0.53,0.53"
la rioja medio ambiente,170,31,0.00,0.00,94,Navigational,"Site links, Video, People also ask, Video carousel, Knowledge panel","0.65,0.65,0.53,0.53,0.42,0.53,0.53,0.65,0.80,0.80,1.00,0.80"
manualidad del medio ambiente,170,16,0.00,0.00,234000,Informational,"Reviews, Site links, Image, Image pack, Video carousel","0.18,0.14,0.14,0.29,0.14,0.22,0.35,0.54,0.43,1.00,0.66,0.43"
manualidades del medio ambiente,170,20,0.00,0.00,14300000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.18,0.14,0.14,0.29,0.14,0.22,0.35,0.54,0.43,1.00,0.54,0.35"
medio ambiente castilla y león,170,30,0.00,0.00,20100000,Commercial,"Local pack, Site links, Image pack, Video carousel","0.20,0.06,1.00,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.01,0.01"
medio ambiente comunidad de madrid,170,33,1.37,0.02,86200000,"Informational, Navigational","Reviews, Site links, People also ask, Knowledge panel","0.66,1.00,0.66,0.66,0.66,0.66,1.00,1.00,0.52,0.80,0.66,0.52"
medio ambiente eslogan,170,37,0.00,0.00,1230000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask","0.05,0.11,0.23,0.35,0.18,0.28,0.28,0.35,0.28,0.54,0.44,0.06"
medio ambiente frases,170,44,0.00,0.00,41400000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask","0.11,0.23,0.23,0.35,0.18,0.23,0.35,0.44,0.23,0.35,0.54,0.08"
medio ambiente la rioja,170,40,0.00,0.00,84,Navigational,"Site links, Image pack, Video carousel, Knowledge panel","0.80,0.80,0.53,0.53,0.53,0.53,0.53,0.80,0.80,0.65,0.80,0.65"
medio ambiente png,170,20,0.00,0.00,70,"Informational, Commercial","Image, People also ask, Image pack","0.10,0.28,0.53,0.53,0.35,0.35,0.53,0.66,0.35,0.66,0.35,0.10"
medio ambiente problemas,170,48,0.38,0.06,276000000,Informational,"Featured snippet, Reviews, Site links, Image pack, Video carousel","0.06,0.28,0.43,0.65,0.53,0.65,0.81,1.00,0.53,0.53,0.65,0.09"
ministro de medio ambiente,170,85,0.00,0.00,32000000,Navigational,"Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.52,0.80,0.80,0.80,0.52,0.66,1.00,1.00,0.66,1.00,1.00,0.52"
oficina de medio ambiente,170,24,0.00,0.00,93200000,Commercial,"Local pack, Reviews, Video","0.28,0.53,0.53,0.43,0.34,0.53,0.43,0.65,1.00,0.81,0.43,0.65"
oposiciones agente medio ambiente andalucía 2021,170,11,0.55,0.34,76,"Informational, Commercial","Site links, FAQ, Video, People also ask, Image pack","0.82,0.82,0.66,0.53,0.28,0.17,0.17,0.10,0.07,0.05,0.05,0.07"
oposiciones medio ambiente 2022,170,16,0.45,0.59,2720000,"Informational, Commercial","Reviews, Site links, FAQ, Video","0.10,0.18,0.22,0.22,0.22,0.35,0.43,0.66,0.54,0.66,1.00,1.00"
oposiciones medio ambiente madrid 2021,170,11,0.00,0.33,97,Informational,"Site links, Image pack","0.01,0.01,0.05,1.00,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01"
plazas agente medio ambiente andalucía 2021,170,11,0.00,0.16,96,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","1.00,0.81,0.44,0.11,0.03,0.03,0.15,0.03,0.03,0.03,0.03,0.03"
problemas medio ambiente,170,48,0.38,0.06,469000000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.05,0.17,0.28,0.43,0.35,0.43,0.53,0.66,0.82,1.00,0.53,0.05"
proteccion medio ambiente,170,41,0.50,0.03,21100000,Commercial,"Local pack, Site links, People also ask, Video carousel, Knowledge panel","0.21,0.34,0.43,0.43,0.43,0.43,0.53,0.53,0.65,1.00,0.53,0.28"
proyecto del medio ambiente,170,34,0.47,0.09,190000000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.19,0.53,0.53,0.65,0.53,0.65,0.65,1.00,0.65,0.65,0.53,0.26"
recicla medio ambiente,170,42,1.15,0.04,24700000,Informational,"Featured snippet, Local pack, Site links, People also ask, Video carousel","0.21,0.28,0.43,0.65,0.53,0.65,0.65,0.65,0.53,1.00,0.53,0.28"
sinonimo de medio ambiente,170,22,0.00,0.00,3810000,Informational,"Featured snippet, Reviews, Site links, People also ask","0.19,0.53,1.00,1.00,0.80,0.53,0.80,1.00,0.80,1.00,0.65,0.19"
slogan medio ambiente,170,40,0.00,0.01,2990000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask, Image pack","0.07,0.34,0.65,1.00,0.53,0.65,1.00,1.00,0.53,1.00,0.53,0.11"
tecnico de medio ambiente,170,18,0.44,0.14,38700000,Informational,"Site links, People also ask, Image pack","0.66,0.80,1.00,0.80,0.66,0.80,0.80,0.80,0.66,0.80,1.00,0.66"
tecnologia medio ambiental,170,41,0.00,0.02,280000000,"Informational, Commercial","Featured snippet, Local pack, Reviews, People also ask, Video carousel","0.12,0.65,1.00,0.81,0.65,0.53,0.53,0.65,0.53,0.00,0.65,0.00"
tecnologia y medio ambiente,170,28,0.00,0.02,117000000,Informational,"Reviews, People also ask, Video carousel","0.15,0.80,1.00,1.00,0.80,0.53,0.53,0.80,0.53,1.00,0.65,0.42"
tecnologias medio ambiente,170,38,0.00,0.00,239000000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.00,1.00,0.00,0.53,0.17"
10 consejos para cuidar el medio ambiente,140,31,0.45,0.04,12100000,Informational,"Featured snippet, Video, People also ask, Image pack, Video carousel","0.09,0.12,0.43,0.53,0.28,0.53,0.65,1.00,0.65,0.53,0.34,0.09"
actividades medio ambiente,140,40,0.72,0.04,238000000,Informational,"Featured snippet, Reviews, Site links, Image, Image pack, Video carousel","0.15,0.26,0.34,0.42,0.34,0.34,0.42,0.53,0.80,1.00,0.65,0.26"
actividades para trabajar el medio ambiente en infantil,140,39,0.00,0.05,17300000,Informational,"Featured snippet, Site links, Image, People also ask, Image pack, Video carousel","0.81,0.11,0.23,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.03"
actualidad medio ambiente,140,58,0.00,0.06,186000000,Informational,"Site links, Image pack","0.02,0.26,0.02,1.00,0.04,0.02,0.04,0.02,0.03,0.03,0.01,0.00"
aenor medio ambiente,140,30,0.50,0.07,904000,"Navigational, Transactional","Video, People also ask, Image pack","0.10,0.03,0.01,1.00,0.10,0.01,0.01,0.01,0.01,0.01,0.01,0.02"
afesa medio ambiente,140,25,0.00,0.00,8740,Navigational,"Reviews, Site links, Image pack, Knowledge panel","0.33,0.52,0.52,0.52,0.42,0.66,0.66,1.00,0.52,0.66,0.80,0.52"
agente de medio ambiente andalucia,140,20,0.42,0.18,275000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel, Twitter, Knowledge panel","0.53,1.00,0.53,0.34,0.34,0.34,0.28,0.34,0.28,0.34,0.53,0.65"
asesinan ministro de medio ambiente,140,35,0.00,0.00,336000,Informational,"Video, People also ask","1.00,0.00"
canciones al medio ambiente,140,19,0.00,0.00,0,Informational,"Site links, Carousel, People also ask, Video carousel","0.12,0.28,0.34,0.43,0.21,0.34,0.43,0.53,0.53,0.81,0.81,0.12"
carteles medio ambiente,140,21,0.00,0.02,11800000,Informational,"Reviews, Site links, Video, Image, Image pack, Video carousel","0.07,0.23,0.35,0.43,0.23,0.43,0.53,0.66,0.28,0.66,0.43,0.00"
como afecta el plástico al medio ambiente,140,39,0.71,0.05,9610000,Informational,"Featured snippet, Reviews, Video carousel","0.02,0.02,0.02,0.02,0.02,0.02,1.00,0.02,0.00,0.00,0.00,0.00"
como mejorar el medio ambiente,140,42,0.19,0.22,222000000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.07,0.26,0.53,0.80,0.34,0.53,1.00,0.80,0.53,0.80,0.42,0.15"
comunidad de madrid consejeria de medio ambiente,140,37,0.00,0.01,76,"Navigational, Transactional","Site links, Knowledge panel","0.52,0.66,0.66,0.66,0.52,0.66,0.66,1.00,0.52,0.66,0.52,0.66"
consejeria de medio ambiente comunidad de madrid,140,32,0.00,0.01,78,"Navigational, Transactional","People also ask, Knowledge panel","0.52,0.66,0.66,0.66,0.52,0.66,0.66,1.00,0.52,0.66,0.52,0.52"
consejería de medio ambiente y ordenación del territorio,140,42,0.00,0.00,1080000,Informational,"Site links, Video, People also ask, Knowledge panel","0.66,0.52,0.66,0.66,0.52,0.66,0.52,0.52,0.42,0.52,0.52,0.52"
contaminacion medio ambiente,140,43,0.64,0.02,12800000,Informational,"Featured snippet, Site links, Image, Top stories, People also ask, Video carousel","0.09,0.33,0.52,0.80,0.52,0.66,0.66,1.00,0.80,1.00,0.66,0.09"
cop medio ambiente,140,41,0.00,0.00,10700000,Informational,"Featured snippet, People also ask, Image pack","0.02,0.02,0.05,1.00,0.13,0.02,0.02,0.02,0.01,0.01,0.01,0.01"
cuidado medio ambiente,140,52,0.36,0.03,111000000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.11,0.26,0.53,0.53,0.42,0.42,0.53,0.65,0.65,0.80,0.53,0.26"
cuidando el medio ambiente,140,37,0.20,0.10,9450000,Informational,"Site links, People also ask, Image pack, Video carousel","0.15,0.28,0.34,0.53,0.43,0.43,0.53,0.65,0.43,0.81,0.34,0.09"
cuidar del medio ambiente,140,44,0.20,0.10,41200000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.19,0.34,0.34,0.53,0.42,0.42,0.53,0.65,0.53,0.80,0.80,0.19"
delegacion de medio ambiente,140,32,0.00,0.00,707000,Commercial,"Local pack, Reviews, Knowledge panel","0.04,0.02,0.32,0.07,0.02,0.02,1.00,0.02,0.02,0.11,0.11,0.17"
delegacion medio ambiente jaen,140,21,0.00,0.00,45100,Commercial,"Reviews, Site links, Knowledge panel","0.01,1.00,0.06,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10"
delito contra medio ambiente,140,23,0.00,0.00,20700000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.42,0.66,0.66,1.00,0.66,0.66,0.66,0.80,0.66,0.66,0.66,0.52"
delitos contra el medio ambiente,140,22,0.00,0.00,19000000,Informational,"Featured snippet, Reviews, People also ask, Image pack, Video carousel","0.42,0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.52,0.52,0.52,0.52"
departamento de desarrollo económico sostenibilidad y medio ambiente,140,11,0.00,0.01,8040000,Informational,Site links,"0.29,0.82,1.00,1.00,0.64,0.82,0.82,1.00,0.82,1.00,0.64,0.82"
derecho al medio ambiente,140,36,0.61,0.05,247000000,Informational,"Reviews, People also ask, Image pack, Video carousel, Knowledge panel","0.42,0.80,1.00,0.80,0.52,0.66,0.80,0.80,0.66,0.66,0.52,0.52"
dia del medio ambiente 2021,140,52,0.00,0.00,698000000,Commercial,"Site links, Video, People also ask, Image pack","0.01,0.04,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
dias medio ambiente,140,52,0.74,0.01,549000000,Informational,"Reviews, Site links, Video, People also ask","0.03,0.12,0.15,0.15,0.10,0.15,0.15,0.19,0.12,0.36,0.15,0.01"
día del medio ambiente 2021,140,46,0.00,0.00,227000000,Informational,"Site links, Video, People also ask, Image pack","0.01,0.04,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
el cuidado del medio ambiente,140,42,0.36,0.03,158000000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.11,0.26,0.53,0.53,0.42,0.42,0.53,0.65,0.53,1.00,0.53,0.26"
encuesta sobre el medio ambiente,140,19,0.00,0.00,24900000,"Informational, Commercial","Reviews, People also ask, Image pack","0.01,0.01,0.13,1.00,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01"
eslogan del medio ambiente,140,41,0.00,0.00,1690000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask, Image pack","0.04,0.14,0.29,0.43,0.22,0.29,0.29,0.43,0.29,0.54,0.54,0.08"
ferrovial vende medio ambiente,140,41,0.00,0.00,70,Informational,"Featured snippet, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01"
fp medio ambiente,140,25,0.31,0.35,8660000,Informational,"Site links, FAQ, Video, People also ask, Image pack","0.52,0.80,0.52,0.52,0.42,0.80,0.66,0.66,0.80,1.00,0.66,0.80"
huelga medio ambiente 2021,140,40,0.00,0.00,2690000,Informational,"Site links, People also ask, Image pack","0.00,1.00,0.10,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00"
icono medio ambiente,140,20,0.00,0.00,99,"Informational, Commercial","Video, Image, Image pack","0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.52,0.66,0.66,0.42"
impacto del medio ambiente,140,50,0.54,0.02,157000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.09,0.21,0.34,0.53,0.34,0.34,0.53,0.81,0.43,0.81,0.53,0.09"
importancia del medio ambiente,140,42,0.71,0.02,326000000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.19,0.42,0.53,0.53,0.53,0.53,0.53,0.80,0.42,0.65,0.42,0.11"
iniciativas medio ambiente,140,21,0.00,0.14,39600000,Informational,"Video, People also ask","0.11,1.00,0.14,0.02,0.02,0.02,0.14,0.02,0.02,0.02,0.02,0.02"
junta de castilla y leon medio ambiente,140,39,0.00,0.00,664000,Navigational,"Local pack, Site links, Image pack","0.42,0.53,0.53,0.42,0.42,0.53,0.53,0.80,0.65,0.80,0.65,0.65"
la agricultura intensiva puede ocasionar problemas al medio ambiente,140,34,0.00,0.05,171000,Informational,"Featured snippet, Reviews, Video, People also ask","0.01,0.00,0.03,1.00,0.01,0.08,0.01,0.01,0.01,0.01,0.01,0.00"
la contaminacion del medio ambiente,140,41,0.64,0.02,13400000,Informational,"Site links, FAQ, People also ask, Video carousel","0.09,0.42,0.66,0.80,0.66,0.66,0.66,1.00,0.52,0.80,0.66,0.09"
la empresa y el medio ambiente,140,24,0.63,0.11,240000000,Informational,"Site links, People also ask, Video carousel","0.26,0.65,0.65,0.65,0.53,0.42,0.53,1.00,0.42,0.65,0.42,0.34"
la quimica y el medio ambiente,140,31,0.00,0.01,88100000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.05,0.12,0.17,0.17,0.17,0.35,0.82,1.00,0.82,0.53,0.17,0.07"
ley de medio ambiente,140,42,0.00,0.01,204000000,Informational,"Featured snippet, Site links, Video","0.01,0.01,0.01,0.04,0.08,0.01,0.01,0.01,0.00,0.00,0.00,0.00"
