Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
imagina energía opiniones,590,15,1.24,0.28,86,Transactional,"Local pack, Reviews, Site links, Video, People also ask, Image pack","0.00,0.00,0.08,1.00,0.30,0.36,1.00,1.00,0.55,0.55,0.36,0.24"
la energía mecánica,590,39,0.00,0.00,31900000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.05,0.16,0.25,0.25,0.16,0.25,0.25,0.37,0.37,0.68,0.52,0.02"
la energía química es,590,42,0.26,0.00,42600000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Video carousel, Knowledge panel","0.04,0.11,0.16,0.20,0.13,0.20,0.24,0.44,0.65,0.00,0.00,0.07"
nexus energía,590,34,0.65,0.17,985000,Navigational,"Local pack, Reviews, Site links, FAQ, Video, Image pack","0.04,0.07,0.08,0.08,0.04,0.07,0.10,0.16,0.10,1.00,0.79,1.00"
próxima energía opiniones,590,18,0.74,0.34,8550000,Informational,"Reviews, Site links, Image pack, Video carousel, Twitter, Knowledge panel","0.13,0.16,0.13,0.16,0.11,0.11,0.08,0.16,1.00,0.68,0.84,0.68"
pura energía iberdrola,590,32,1.50,0.44,98,"Informational, Transactional","Reviews, Site links, FAQ, Video, People also ask, Image pack","0.03,0.07,0.16,0.01,0.01,1.00,0.13,0.01,0.01,0.01,0.00,0.01"
ventajas de la energía solar,590,39,0.36,0.17,10700000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.07,0.13,0.20,0.37,0.20,0.37,0.37,0.37,0.31,0.68,0.52,0.03"
ahorrar energía,480,49,0.35,0.24,18100000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.29,0.36,0.54,0.54,0.44,0.44,0.44,0.67,0.36,1.00,0.54,0.29"
berkeley energía noticias,480,27,0.22,0.07,78,Informational,"Reviews, Video, Image pack","0.13,0.10,0.13,0.16,0.20,0.08,0.04,0.36,0.10,0.07,0.07,0.10"
como limpiar casa de malas energías,480,27,0.71,0.37,520000,Informational,,"0.81,1.00,0.81,0.81,0.66,0.66,0.66,0.81,0.66,1.00,1.00,0.81"
costes de la energía factura energía xxi,480,30,0.80,0.09,92,"Informational, Commercial","Reviews, Site links, Video, People also ask, Image pack","0.36,0.81,1.00,0.81,0.81,1.00,0.81,1.00,0.36,0.19,0.15,0.19"
definición de energía,480,48,0.00,0.00,172000000,Informational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.08,0.24,0.24,0.30,0.16,0.24,0.30,0.45,0.45,0.62,0.55,0.04"
desventajas de la energía eólica,480,29,0.00,0.00,262000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.32,0.11,0.21,0.26,0.26,0.48,0.72,0.59,0.59,1.00,1.00,0.04"
el modo ahorro de energía daña la batería,480,32,0.00,0.01,82700,Informational,"Featured snippet, Video, People also ask, Image pack","1.00,0.01,0.07,0.01,0.08,0.02,0.01,0.01,0.00,0.00,0.00,0.00"
endesa energía xxi facturas,480,37,1.13,0.08,43800,"Informational, Transactional","Reviews, Video, People also ask, Image pack","0.81,0.66,0.66,0.54,0.66,1.00,0.81,0.66,0.44,0.54,0.29,0.23"
energ system,480,42,0.30,0.80,2760000000,Navigational,"Local pack, Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.00,0.00,1.00,1.00,0.54"
energica ego,480,25,0.00,0.00,309000,"Informational, Transactional","Reviews, Video, Image, Video carousel, Knowledge panel","0.48,0.72,0.26,0.32,0.39,0.59,0.26,0.26,0.39,0.26,0.26,0.26"
energize,480,19,0.16,0.48,37500000,"Informational, Transactional","Reviews, Video, Image, Image pack","0.54,0.81,1.00,1.00,0.81,0.81,0.66,0.81,0.81,0.54,0.54,1.00"
energía cinética y potencial,480,35,0.00,0.00,4500000,Informational,"Featured snippet, Reviews, FAQ, Video, Image, People also ask, Video carousel","0.17,0.32,0.48,0.48,0.32,0.48,0.39,0.48,0.48,0.88,0.88,0.07"
energía eólica para casa,480,26,0.24,1.00,4380000,Informational,"Reviews, FAQ, Image, People also ask, Image pack, Video carousel","0.48,0.48,0.72,1.00,0.48,0.48,0.32,0.72,0.17,0.14,0.17,0.32"
energía maremotriz,480,34,0.33,0.01,316000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel, Knowledge panel","0.08,0.16,0.30,0.45,0.30,0.36,0.45,0.45,0.55,0.67,0.45,0.05"
energía renovable y no renovable,480,45,0.38,0.06,17600000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.03,0.11,0.11,0.20,0.11,0.11,0.20,0.31,0.25,1.00,0.84,0.05"
energía unidad,480,31,0.00,0.01,79700000,Informational,"Reviews, Site links, Video, People also ask, Image pack, Knowledge panel","0.23,1.00,1.00,1.00,0.54,0.81,0.66,0.81,0.66,1.00,0.66,0.00"
energía xxi in english,480,30,0.00,0.02,76,"Informational, Transactional","Reviews, Video, People also ask, Image pack","0.20,0.02,0.02,0.08,0.04,1.00,0.02,0.02,0.03,0.01,0.01,0.02"
energías pokemon,480,19,0.00,0.47,93,Informational,"Reviews, Video, Image, People also ask, Image pack, Video carousel","0.29,0.44,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.54,0.00,0.00"
energías renovables tipos,480,55,0.16,0.22,10100000,Informational,"Featured snippet, Site links, FAQ, People also ask, Video carousel","0.20,0.36,0.45,0.55,0.36,0.45,0.45,0.62,0.08,0.16,0.08,0.00"
es energía,480,50,0.38,0.01,533000000,Informational,"Site links, Video, People also ask, Image pack, Knowledge panel","0.02,0.07,0.07,0.08,0.05,0.10,0.10,0.16,0.20,1.00,0.79,0.05"
es malo tener el modo ahorro de energía siempre,480,33,0.00,0.00,1100000,Informational,"Reviews, Video, People also ask","1.00,0.54,0.20,0.03,0.20,0.41,0.03,0.03,0.00,0.02,0.02,0.02"
factor energía área clientes,480,30,0.00,0.00,7680000,Informational,"Reviews, FAQ, People also ask","0.36,0.66,0.44,0.44,0.44,0.66,1.00,1.00,0.66,0.54,0.36,0.36"
feníe energía teléfono gratuito,480,25,1.82,0.40,90,Informational,"Reviews, FAQ, People also ask, Image pack, Knowledge panel","0.36,0.44,0.54,0.66,0.54,0.66,0.66,1.00,0.81,0.66,0.54,0.66"
gana energía opiniones,480,31,1.02,0.45,99,Transactional,"Reviews, Video, People also ask, Knowledge panel","0.45,0.45,0.45,0.45,0.30,0.36,0.36,0.45,0.36,0.36,0.30,1.00"
la cara oculta de las energías renovables,480,21,0.00,0.03,311000,Commercial,"Reviews, Video, Image pack","1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.00"
logos energía opiniones,480,28,0.74,0.32,1830000,"Informational, Transactional","Reviews, People also ask, Image pack, Knowledge panel","0.14,0.14,0.26,0.32,0.39,0.72,0.88,1.00,0.72,0.72,0.39,0.26"
los tipos de energía,480,50,0.50,0.01,322000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.01,0.03,0.03,0.04,0.03,0.04,0.04,0.08,0.84,0.84,1.00,0.16"
museo de la energía ponferrada,480,37,0.00,0.00,85,"Informational, Transactional","Reviews, Site links, FAQ, Image, Top stories, Image pack, Video carousel, Knowledge panel","1.00,0.36,0.36,0.24,0.30,0.13,0.16,0.20,0.36,0.24,0.20,0.30"
principio de conservación de la energía,480,40,0.00,0.00,11900000,"Informational, Transactional","Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.21,0.26,0.48,0.48,0.39,0.48,0.48,0.59,0.48,1.00,0.72,0.11"
que es la energía nuclear,480,36,0.03,0.01,23700000,Informational,"Site links, Video, People also ask, Knowledge panel","0.03,0.16,0.24,0.45,0.24,0.45,0.45,1.00,0.30,0.45,0.30,0.03"
que es más barato endesa o energía xxi,480,28,0.54,0.20,84,Informational,"Featured snippet, Reviews, Site links, People also ask","0.08,0.13,0.20,0.20,0.24,0.55,0.55,1.00,0.55,0.55,0.30,0.20"
que la energía,480,40,0.38,0.01,605000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Video carousel, Knowledge panel","0.00,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.20,1.00,0.24,0.01"
que son las fuentes de energía,480,36,0.57,0.01,124000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.03,0.10,0.10,0.20,0.16,0.27,0.36,0.44,0.00,0.03,0.02,0.00"
teléfono gratuito energía 21,480,30,2.00,0.41,80,Informational,"Featured snippet, Reviews, Site links, People also ask","0.68,0.04,0.04,0.04,0.20,1.00,0.46,0.04,0.03,0.03,0.03,0.02"
tipos de energía renovable,480,56,0.00,0.00,6960000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, Image, People also ask","0.10,0.16,0.20,0.30,0.20,0.24,0.24,0.36,0.30,1.00,0.20,0.08"
total energ,480,35,0.95,0.35,1880000000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack, Knowledge panel, Adwords top","0.11,0.09,0.26,0.48,0.39,0.48,0.72,1.00,0.39,0.88,0.39,0.39"
ventajas de la energía eólica,480,40,0.00,0.00,2380000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.10,0.16,0.24,0.30,0.24,0.30,0.45,0.55,0.45,1.00,0.76,0.01"
ventajas de la energía geotérmica,480,25,0.00,0.00,303000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.54,0.44,1.00,0.66,0.01"
yoigo energía,480,41,1.39,0.40,99,Navigational,"Local pack, Reviews, Site links, FAQ, Video, People also ask, Image pack","0.44,0.54,0.67,0.67,0.44,0.67,0.54,0.54,0.01,0.36,0.23,0.15"
aldro energía teléfono,390,33,1.25,0.44,25700,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.17,0.26,0.21,0.26,0.26,0.39,0.39,1.00,0.48,0.39,0.26,0.21"
aquilea crono-energía para que sirve,390,18,0.39,0.99,42,"Informational, Transactional","Reviews, Image, Image pack","0.36,1.00,0.55,0.62,0.03,0.03,0.03,0.03,0.02,0.01,0.04,0.03"
bon preu energía opiniones,390,15,0.60,0.47,70,Informational,"Reviews, Site links, Video, Image pack","0.20,0.24,0.67,0.45,0.36,1.00,0.24,0.24,0.13,0.20,0.13,0.13"
conversación de la energía,390,36,0.00,0.00,39800000,Informational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.11,0.21,0.32,0.39,0.32,0.48,0.39,0.48,0.48,0.72,0.72,0.11"
costes de la energía factura,390,36,0.93,0.08,2060000,"Informational, Commercial","Reviews, Site links, People also ask, Image pack, Video carousel","1.00,0.81,0.54,0.44,0.36,0.44,0.36,0.44,0.19,0.09,0.04,0.04"
cómo calcular el consumo de energía en kwh,390,43,0.00,0.04,750000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Image pack, Video carousel","0.24,1.00,0.01,0.36,0.01,0.04,0.01,0.01,0.00,0.00,0.01,0.00"
derroche de energía,390,22,0.00,0.01,779000,Informational,"Featured snippet, Video, People also ask","0.01,0.01,0.01,0.54,1.00,0.07,0.13,0.01,0.00,0.00,0.01,0.00"
desventajas de la energía geotérmica,390,32,0.00,0.00,64000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Image pack","0.00,0.00,0.00,1.00,0.67,1.00,0.81,0.44,0.29,0.67,0.44,0.01"
desventajas de la energía nuclear,390,25,0.00,0.00,967000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.07,0.12,0.29,0.44,0.23,0.36,0.54,0.81,0.54,1.00,0.67,0.03"
desventajas de la energía solar,390,34,0.00,0.00,3680000,Informational,"Featured snippet, Reviews, People also ask, Video carousel, Adwords top","0.29,0.12,0.12,0.36,0.67,0.44,0.23,0.67,0.44,1.00,0.81,0.03"
enciende energía,390,21,0.55,0.18,8640000,"Informational, Commercial","Reviews, Video, People also ask","0.00,0.09,0.66,1.00,1.00,1.00,1.00,1.00,0.04,0.54,0.66,0.66"
energía de activación,390,23,0.00,0.00,11600000,Informational,"Reviews, Video, People also ask, Video carousel, Knowledge panel","0.08,0.35,1.00,1.00,0.81,1.00,1.00,1.00,0.81,1.00,0.81,0.08"
energía electrica,390,54,0.76,0.07,34800000,Informational,"Featured snippet, Local pack, Reviews, Site links, Video, People also ask, Knowledge panel","0.03,0.11,0.13,0.16,0.08,0.11,0.16,0.20,0.16,0.31,1.00,0.31"
energía hidraúlica,390,42,0.00,0.00,233000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel, Knowledge panel","0.54,0.44,1.00,0.54,0.11"
energía interna,390,33,0.00,0.00,60100000,Informational,"Site links, Video, Image, People also ask, Video carousel, Knowledge panel","0.09,0.26,0.39,0.39,0.26,0.48,0.32,0.39,0.26,1.00,0.39,0.05"
energía mecánica fórmula,390,35,0.00,0.00,8070000,Informational,"Featured snippet, Reviews, FAQ, Image, People also ask, Video carousel","0.05,0.20,0.30,0.20,0.10,0.20,0.20,0.20,0.45,1.00,1.00,0.03"
energía potencial elástica,390,44,0.00,0.00,1250000,Informational,"Reviews, Video, Image, People also ask, Knowledge panel","0.06,0.20,0.36,0.36,0.20,0.36,0.30,0.36,0.16,0.55,1.00,0.06"
energía quimica,390,44,0.26,0.00,33700000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel, Knowledge panel","0.01,0.02,0.03,0.04,0.03,0.04,0.05,0.11,0.31,1.00,0.84,0.02"
energía xxi clientes teléfono gratuito,390,35,1.08,0.38,55,Informational,"Featured snippet, Reviews, Site links, People also ask","0.19,0.36,0.23,0.29,0.23,0.54,1.00,1.00,0.81,1.00,0.29,0.19"
energía xxi teléfono atención al cliente,390,33,1.09,0.22,5220000,Commercial,"Reviews, Site links, FAQ, People also ask","1.00,1.00,1.00,0.81,0.81,1.00,0.81,0.81,0.43,0.66,0.43,0.29"
energías no renovables ejemplos,390,44,0.58,0.01,5490000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.06,0.24,0.24,0.36,0.24,0.24,0.36,0.45,0.36,0.67,0.36,0.03"
energías tarot,390,27,1.51,0.07,76,Informational,"Reviews, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,1.00,1.00,0.81"
estación de energía portátil 2000w,390,20,0.20,1.00,69,"Informational, Transactional","Reviews, Image, Image pack, Video carousel","0.11,0.01,1.00,0.20,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.04"
fc energía opiniones,390,21,0.82,0.37,1360000,"Informational, Commercial","Reviews, People also ask","0.23,0.36,1.00,0.81,0.44,0.67,0.54,0.67,0.29,0.29,0.19,0.07"
formas de energía,390,45,0.50,0.01,220000000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.03,0.07,0.07,0.11,0.05,0.07,0.11,0.20,0.46,1.00,0.37,0.02"
gana energía clientes,390,30,1.20,0.07,11200000,"Informational, Transactional","Reviews, Video carousel","1.00,1.00,1.00,1.00,0.81,0.81,0.54,0.54,0.66,0.54,0.81,0.81"
insignia energía,390,22,1.70,0.12,3430000,Commercial,"Local pack, Reviews, Site links, FAQ, Video, Image, Image pack","0.66,1.00,1.00,0.81,0.66,1.00,1.00,1.00,0.66,0.81,0.35,0.43"
la energía nuclear,390,54,0.06,0.01,23400000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Video carousel, Knowledge panel","0.01,0.02,0.03,0.05,0.02,0.04,0.04,0.07,0.20,1.00,0.04,0.13"
las formas de energía,390,43,0.50,0.01,143000000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.07,0.16,0.16,0.24,0.13,0.16,0.24,0.44,0.00,0.00,0.00,0.00"
organismo internacional de energía atómica,390,33,0.00,0.00,1230000,Informational,"Site links, Video, People also ask, Image pack, Knowledge panel","0.06,0.13,0.16,0.20,0.13,0.20,0.20,1.00,0.30,0.24,0.20,0.13"
plan nacional integrado de energía y clima,390,42,0.00,0.00,6180000,Informational,"Site links, Video, People also ask","0.54,0.81,1.00,1.00,0.81,0.81,0.81,0.81,0.66,0.66,0.54,0.54"
que es energía química,390,39,0.26,0.00,67100000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.04,0.11,0.16,0.20,0.13,0.20,0.24,0.44,0.00,0.00,0.00,0.00"
que es la energía cinética,390,42,2.00,0.00,7530000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.11,0.21,0.32,0.39,0.21,0.32,0.39,0.59,0.05,1.00,0.88,0.09"
que es la energía solar,390,48,0.46,0.22,71300000,Informational,"Reviews, FAQ, People also ask, Video carousel, Knowledge panel","0.01,0.02,0.05,0.07,0.05,0.07,0.08,0.11,0.37,1.00,0.46,0.02"
qué energía,390,54,0.65,0.02,506000000,Informational,"Site links, Video, People also ask, Knowledge panel","0.17,0.26,0.32,0.39,0.26,0.72,0.48,0.59,0.21,0.39,0.14,0.07"
qué es la energía cinética,390,34,2.00,0.00,6500000,Informational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.03,0.08,0.13,0.13,0.08,0.13,0.13,0.20,0.24,1.00,1.00,0.06"
reebok energen plus,390,23,0.34,1.00,84,"Informational, Transactional","Reviews, Video, Image, Image pack","0.01,0.01,0.30,0.36,1.00,0.01,0.01,0.01,0.05,0.04,0.05,0.03"
solicitud bono social energía xxi online,390,32,0.73,0.11,85,"Informational, Transactional","Reviews, Site links, Video, People also ask","0.44,0.54,0.54,0.44,0.19,0.44,0.44,0.66,0.66,1.00,0.81,0.66"
subvenciones energías renovables 2021,390,49,0.68,0.43,528000,Commercial,"Reviews, Site links, People also ask, Image pack, Video carousel","0.54,1.00,1.00,1.00,1.00,0.66,0.44,0.29,0.15,0.05,0.06,0.04"
subvenciones energías renovables asturias 2021,390,24,0.00,0.34,51300,Transactional,Reviews,"0.76,0.24,0.76,0.55,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01"
teléfono de energía 21,390,30,2.85,0.38,32100000,Informational,"Featured snippet, Reviews, Site links, People also ask","0.66,0.66,0.66,0.81,0.66,1.00,1.00,1.00,0.66,0.66,0.66,0.66"
total energía clientes,390,,0.33,0.25,,,,"0.11,0.23,0.35,0.66,0.66,0.81,0.81,1.00,0.66,0.66,0.66,0.66"
unidad energía,390,31,0.00,0.01,74600000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel, Knowledge panel","0.23,1.00,1.00,1.00,0.54,0.81,0.66,0.81,0.01,0.12,0.00,0.00"
unidades energía,390,35,0.00,0.01,58700000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel, Knowledge panel","0.23,1.00,1.00,1.00,0.54,0.81,0.66,0.81,0.00,0.00,0.00,0.00"
ventajas y desventajas de la energía eólica,390,20,0.31,0.01,225000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.07,0.15,0.29,0.36,0.29,0.36,0.36,0.54,0.54,1.00,0.67,0.04"
ventajas y desventajas de la energía nuclear,390,26,0.00,0.00,831000,Informational,"Reviews, Video, People also ask","0.03,0.10,0.29,0.36,0.29,0.36,0.44,0.81,0.67,1.00,0.67,0.02"
vive energía,390,35,1.08,0.08,35800000,Navigational,"Reviews, Site links, Video, People also ask, Image pack, Knowledge panel","0.44,0.66,1.00,0.81,0.54,0.81,0.44,0.44,0.36,0.29,0.23,0.19"
aldro energía ocu,320,25,0.66,0.35,85,"Navigational, Transactional","Reviews, FAQ, Video, Image pack","0.44,0.54,0.44,0.66,0.54,1.00,0.54,0.66,0.23,0.19,0.12,0.09"
aldro energía teléfono gratuito,320,32,1.22,0.39,82,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Knowledge panel","0.11,0.18,0.54,0.81,0.81,1.00,0.44,1.00,0.54,0.54,0.11,0.35"
arkovital pura energía,320,15,0.11,1.00,26600,Transactional,"Reviews, Image, Video carousel","0.54,0.66,0.81,0.66,0.44,0.54,0.66,0.81,0.01,0.01,0.00,0.02"
atp energía,320,38,0.00,0.01,4610000,Informational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.19,0.44,0.81,1.00,0.44,0.66,0.54,0.54,0.15,0.29,0.29,0.12"
audax energía,320,32,0.89,0.12,93,Commercial,"Local pack, Reviews, Site links, FAQ, Video, People also ask, Image pack","0.29,0.12,0.54,0.00,0.00,0.54,0.05,0.36,0.81,0.81,0.66,0.66"
bono social energía xxi teléfono,320,41,1.08,0.10,634000,Informational,"Featured snippet, Reviews, People also ask","0.05,0.10,0.05,0.10,0.36,1.00,0.76,0.05,0.03,0.10,0.13,0.10"
bonpreuesclat energía gas,320,,0.90,0.41,,,,"0.01,0.01,0.11,0.37,0.01,0.20,1.00,0.07,0.03,0.01,0.01,0.01"
cogeneración de energía,320,22,0.26,0.20,1200000,Informational,"Featured snippet, FAQ, People also ask, Video carousel","0.81,1.00,0.81,0.66,0.54,0.66,0.54,1.00,0.35,0.66,0.35,0.35"
costes de la energía,320,27,0.64,0.16,13500000,"Informational, Commercial","Reviews, Site links, People also ask, Image pack, Video carousel","0.66,0.66,0.66,0.81,0.81,1.00,0.81,1.00,0.43,0.22,0.66,1.00"
críticas aldro energía,320,21,0.00,0.57,97,Commercial,"Reviews, Site links, FAQ, People also ask, Image pack, Knowledge panel","0.00,0.00,0.00,0.00,0.81,0.45,1.00,0.04,0.01,0.00,0.01,0.00"
energía biomasa,320,33,0.00,0.00,7570000,Informational,"Reviews, Site links, Image, People also ask, Video carousel, Knowledge panel","0.02,0.15,0.12,0.23,0.19,0.54,0.81,0.66,0.54,1.00,0.66,0.29"
energía calvo,320,19,0.00,0.00,5520000,Informational,"Image, Image pack, Video carousel","0.02,0.04,0.02,0.04,0.02,1.00,0.20,0.10,0.05,0.07,0.08,0.07"
energía españa,320,58,0.91,0.12,154000000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.26,0.32,0.48,0.59,0.26,0.32,0.39,1.00,0.17,0.11,0.11,0.11"
energía joven,320,26,0.34,0.00,42100000,"Informational, Transactional","Reviews, Site links, Image, Image pack, Video carousel","0.00,0.02,0.00,0.01,0.01,1.00,0.16,0.08,0.08,0.07,0.16,0.16"
energía xxi cita previa,320,36,0.94,0.05,47,"Informational, Transactional","Reviews, Video, People also ask","0.54,0.54,0.54,0.66,0.54,1.00,1.00,1.00,0.66,0.66,0.54,0.54"
energías limpias,320,47,0.48,0.13,5770000,Informational,"Site links, FAQ, Top stories, People also ask, Image pack, Video carousel","0.28,0.44,0.44,0.54,0.44,0.44,0.44,0.66,1.00,0.81,0.81,0.35"
energías renovables cursos,320,37,1.71,0.85,6370000,Informational,"Local pack, Reviews, Site links, FAQ, People also ask, Video carousel","0.66,1.00,0.81,0.81,0.66,0.81,0.66,0.81,0.00,0.00,0.00,0.00"
estación de energía portátil,320,18,0.30,1.00,2960000,"Informational, Transactional","Reviews, Image, People also ask, Image pack, Video carousel","0.16,0.16,0.20,0.36,0.16,0.16,0.13,0.20,0.16,0.16,0.20,1.00"
factor energía clients,320,28,1.18,0.07,1580000,Informational,"Reviews, People also ask, Image pack","0.01,0.01,1.00,0.62,0.13,0.20,0.20,0.01,0.00,0.00,0.00,0.00"
feníe energía,320,32,0.81,0.06,65900,Navigational,"Reviews, Site links, People also ask, Image pack, Knowledge panel","0.23,0.35,0.35,0.44,0.35,0.54,0.44,0.66,1.00,0.66,0.66,0.81"
hc energía,320,36,0.84,0.17,3620000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack, Knowledge panel","0.82,0.66,0.82,0.82,0.53,0.66,0.82,0.82,0.66,0.82,1.00,0.82"
la energía no se crea ni se destruye,320,31,0.00,0.00,2650000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.54,0.66,0.81,0.66,0.43,0.66,0.66,0.81,0.66,0.81,0.81,0.43"
ley de la conservación de la energía,320,30,0.00,0.00,15200000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Knowledge panel","0.28,0.35,0.66,0.81,0.54,0.66,0.66,0.81,0.54,1.00,1.00,0.23"
ley de la conservación dela energía,320,25,0.00,0.00,22700000,Informational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.28,0.35,0.66,0.81,0.54,0.66,0.66,0.81,0.54,1.00,1.00,0.23"
museo de la energía,320,35,0.00,0.00,16400000,"Informational, Transactional","Reviews, Site links, FAQ, Video, Image, Top stories, Knowledge panel","0.36,0.12,0.19,0.15,0.19,0.19,0.29,0.54,1.00,0.54,0.54,0.54"
musica relajante música de relajación con energía positiva,320,41,0.00,0.00,70,"Informational, Transactional","Reviews, Knowledge panel","0.03,0.30,0.20,0.06,1.00,1.00,0.01,0.01,0.01,0.01,0.01,0.01"
más luz energía opiniones,320,36,1.41,0.24,21000000,Informational,"Local pack, Reviews, Video, People also ask","0.67,0.36,0.36,0.36,0.19,0.23,0.19,0.23,0.12,0.19,0.05,0.03"
número de teléfono de energía 21,320,33,2.59,0.50,88,Transactional,"Reviews, Site links, People also ask","0.53,0.66,0.66,0.66,0.66,1.00,1.00,0.82,0.66,0.66,0.66,0.66"
periódico energía,320,46,1.56,0.00,84,Navigational,"Reviews, Site links, Video, Image pack, Twitter","0.54,0.81,1.00,0.81,0.81,0.81,0.81,1.00,0.00,0.00,0.01,0.00"
porque me levanto cansada y sin energía,320,26,0.48,0.01,105000,Informational,"Featured snippet, Video, People also ask, Image pack","0.29,0.23,0.36,0.29,0.19,0.23,0.29,0.54,0.54,0.81,1.00,1.00"
precio de la energía hoy,320,53,0.33,0.03,64800000,Transactional,"Reviews, Site links, FAQ, Top stories, People also ask, Image pack","0.06,0.08,0.13,0.24,0.24,0.24,0.20,0.45,0.55,1.00,0.03,0.36"
precio energía hoy,320,51,0.44,0.03,64100000,Transactional,"Reviews, Site links, FAQ, Top stories, People also ask, Image pack","0.15,0.19,0.29,0.44,0.44,0.36,0.29,1.00,1.00,0.44,0.66,0.81"
principio de conservación dela energía,320,39,0.00,0.00,11900000,Informational,"Featured snippet, Site links, People also ask, Video carousel, Knowledge panel","0.29,0.36,0.66,0.81,0.54,0.66,0.81,1.00,0.66,0.00,0.00,0.00"
proxima energía,320,37,0.99,0.18,1620000,Navigational,"Reviews, Site links, Video, Image pack, Twitter, Knowledge panel","0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,1.00,0.45,0.81,1.00"
que es mejor endesa o energía xxi,320,19,0.47,0.15,88,Informational,"Reviews, Site links, People also ask, Image pack","0.44,0.19,0.23,0.29,0.23,0.36,0.54,1.00,0.66,0.44,0.12,0.09"
que es una fuente de energía,320,29,0.57,0.01,184000000,Informational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.03,0.08,0.08,0.16,0.13,0.24,0.30,0.36,0.30,1.00,0.36,0.00"
que puedo tomar para tener energía y ánimo,320,39,0.19,1.00,9130000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.44,0.54,0.44,0.54,0.44,0.66,0.81,1.00,0.81,0.81,0.66,0.66"
sapiens energía,320,25,0.51,0.11,741000,Navigational,"Site links, Video, Image pack, Video carousel, Twitter, Knowledge panel","0.29,0.54,0.66,1.00,0.54,0.54,0.43,0.81,0.54,0.81,0.81,0.43"
solaria energía y medio ambiente cotización de las acciones,320,34,0.00,0.00,57,Informational,"Reviews, Image pack, Instant answer, Knowledge panel","0.00,0.48,1.00,1.00,1.00,0.02,0.03,0.26,0.09,0.09,0.09,0.07"
teléfono energía 21,320,34,2.51,0.33,30000000,Informational,"Featured snippet, Reviews, Site links, People also ask","0.82,0.82,0.66,0.82,0.82,1.00,1.00,1.00,0.82,0.82,0.66,0.53"
