Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
repsol compromiso ahorro,480,18,1.14,0.28,90,"Informational, Transactional","Reviews, FAQ, Video, People also ask, Image pack","0.14,0.26,0.32,0.32,0.32,0.59,0.72,1.00,0.59,0.72,1.00,1.00"
tabla para ahorrar dinero euros,480,28,0.63,0.21,501000,Informational,"Reviews, Video, Image, People also ask, Image pack","0.08,0.10,0.16,0.16,0.24,1.00,0.45,0.30,0.24,0.36,0.36,0.45"
trucos para ahorrar,480,33,0.25,0.16,9430000,Informational,"People also ask, Image pack, Video carousel","0.66,0.66,0.66,0.66,0.54,1.00,0.54,0.66,0.66,0.66,0.66,0.81"
vales ahorro eroski,480,24,0.46,0.04,80,"Navigational, Transactional","Reviews, FAQ, Image pack, Video carousel","0.16,0.01,0.25,1.00,0.31,0.52,0.04,0.04,0.04,0.04,0.05,0.03"
ahorra mas empleo,390,25,0.31,0.07,56600,Commercial,"Reviews, Site links, Jobs search","0.67,1.00,0.67,0.54,0.36,0.54,0.44,0.19,0.12,0.12,0.05,0.05"
ahorrador energetico,390,31,0.49,0.14,21500000,Informational,"Reviews, Image, People also ask, Video carousel, Knowledge panel","0.44,0.66,0.81,0.81,0.54,0.66,0.66,1.00,0.02,0.00,0.00,0.00"
ahorro del centimo,390,29,0.72,0.02,21400,Informational,"Reviews, FAQ, People also ask, Image pack, Video carousel","0.13,0.08,0.02,0.03,0.03,1.00,0.36,0.30,0.16,1.00,0.76,0.55"
ahorro dinero,390,37,0.29,0.29,55600000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.66,0.66,0.66,0.66,0.54,1.00,0.66,0.66,0.44,0.66,0.54,1.00"
ahorro en tinta,390,29,0.69,0.09,4160000,Navigational,"Reviews, Site links, Video carousel, Knowledge panel","0.44,0.54,0.66,0.66,0.66,0.66,0.66,0.81,1.00,0.81,1.00,0.66"
ahorro flexible binance,390,35,0.00,0.00,381000,"Informational, Transactional","Reviews, Video, People also ask, Image pack, Video carousel","0.44,0.54,0.81,1.00,0.81,0.81,0.44,0.44,0.29,0.29,0.15,0.12"
ahorro total parla,390,26,0.28,0.94,74,"Informational, Transactional","Reviews, FAQ, Image, Image pack, Video carousel, Knowledge panel, Adwords bottom","0.66,0.81,0.81,0.81,0.54,0.81,0.81,0.81,0.81,0.66,0.66,0.54"
ahorro total tiendas,390,25,0.24,1.00,11600000,Transactional,"Local pack, Reviews, Site links, FAQ, Video, Image, Image pack","1.00,0.81,0.81,0.81,0.54,0.81,0.81,0.81,0.66,0.66,0.66,0.66"
ahorro total vallecas,390,24,0.33,0.41,81,"Informational, Navigational","Reviews, Site links, Image pack, Knowledge panel","0.43,0.54,1.00,0.81,0.66,1.00,0.66,0.81,0.81,0.81,1.00,1.00"
ahorros flexibles binance,390,42,0.00,0.00,57,Informational,"Video, People also ask, Image pack","0.00,1.00,0.88,0.72,0.26,0.32,0.26,0.26,0.21,0.17,0.07,0.09"
caja de ahorros del mediterraneo,390,30,0.00,0.01,110000,"Informational, Transactional","Reviews, Site links, People also ask, Image pack, Knowledge panel","0.81,1.00,1.00,1.00,0.81,0.81,1.00,1.00,0.66,0.66,0.81,0.54"
cajas de ahorro en españa,390,30,0.91,0.14,8300000,Informational,"Site links, Video, People also ask, Video carousel, Knowledge panel","0.44,1.00,0.81,0.81,0.54,0.54,0.66,0.66,0.66,0.66,0.54,0.44"
calle caja de ahorros,390,18,0.00,0.00,2870000,Informational,"Reviews, Video, Image, Image pack, Knowledge panel","0.36,0.54,0.81,0.54,1.00,0.44,0.23,0.15,0.15,0.12,0.19,0.23"
cash ahorro córdoba folleto,390,19,0.00,0.00,54,"Informational, Transactional","Reviews, Image pack","0.20,0.30,1.00,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.01"
cheque ahorro carrefour 2021 fechas,390,18,0.00,0.02,74,Informational,"Reviews, Video, People also ask, Image pack","0.36,0.67,0.24,0.76,0.16,0.05,0.03,0.13,0.03,0.03,0.01,0.01"
cheque ahorro carrefour enero 2022,390,21,0.00,0.04,84,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,1.00,0.02,0.02,0.00,0.00,0.00,0.00"
como ahorrar en calefacción,390,35,0.25,0.20,5960000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.03,0.08,0.31,1.00,0.31,0.37,0.20,0.31,0.02,0.01,0.00,0.02"
como ahorrar en la compra,390,23,0.36,0.16,41400000,Informational,"Reviews, Site links, Video carousel","0.66,0.54,0.66,0.66,0.36,0.66,0.54,1.00,0.44,0.44,0.54,0.54"
como se puede ahorrar combustible,390,24,0.21,0.04,7420000,Informational,"Featured snippet, Reviews, Video carousel","0.81,1.00,0.81,0.81,0.54,0.54,0.81,1.00,0.54,0.54,0.44,1.00"
comprar casa sin ahorros,390,35,0.95,0.74,11800000,Transactional,"Reviews, Video, People also ask, Video carousel","0.66,0.54,0.54,0.44,0.44,0.66,0.66,0.66,1.00,0.66,0.54,0.54"
cuando es el próximo cheque ahorro carrefour,390,17,0.76,0.06,73,Informational,"Reviews, Video, People also ask, Image pack","0.02,0.02,0.01,1.00,0.03,0.02,0.02,0.01,0.01,0.01,0.00,0.00"
cuanto ahorrar al mes,390,39,0.15,0.02,24100000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.81,0.81,0.81,0.66,0.66"
cuenta ahorro unicaja opiniones,390,17,0.46,0.09,82,Transactional,"Reviews, Site links, Video, People also ask, Image pack","0.20,0.20,1.00,0.13,1.00,0.01,0.13,0.05,0.03,0.06,0.04,0.05"
cuenta de ahorro bankinter opiniones,390,24,0.63,0.21,81,Commercial,"Reviews, Video, People also ask, Image pack","0.01,0.01,1.00,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.00,0.01"
cuenta de ahorros bbva,390,41,6.16,0.35,2270000,"Navigational, Transactional","Reviews, Video, People also ask, Adwords bottom","0.81,1.00,1.00,0.81,0.81,1.00,0.81,0.81,0.81,1.00,0.81,1.00"
cuentas ahorro,390,45,0.00,0.00,39000000,Commercial,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.45,0.36,0.36,0.30,0.24,0.45,0.36,0.24,0.24,0.24,0.24,1.00"
cuentas de ahorro sin comisiones,390,52,1.16,0.79,7950000,"Informational, Transactional","Reviews, FAQ, Video, People also ask, Image pack","0.81,1.00,0.81,0.81,0.66,0.81,0.81,0.81,0.54,0.54,0.66,0.66"
cómo se puede ahorrar combustible,390,25,0.73,0.02,5190000,Informational,"Featured snippet, Reviews, Video, Video carousel","0.81,1.00,0.66,0.66,0.54,0.66,0.66,1.00,0.66,0.66,0.66,0.81"
diferencia de cuenta corriente y cuenta de ahorro,390,21,0.19,0.05,20400000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.35,0.54,0.81,0.66,0.54,0.66,0.81,1.00,0.66,1.00,0.54,0.35"
farmacia ahorro,390,26,0.14,0.06,16800000,"Navigational, Commercial","Local pack, Reviews, Site links, Video, Image","0.13,0.10,0.10,0.06,0.10,0.10,0.08,0.13,0.20,0.62,1.00,1.00"
hacienda embargar ahorro,390,29,0.00,0.02,74900,Informational,"Video, People also ask, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
horario ahorra mas,390,32,0.00,0.00,81,Commercial,"Local pack, Reviews, People also ask, Image pack","0.66,0.66,0.81,0.66,1.00,0.81,0.66,0.66,0.66,0.66,0.44,0.54"
ing cuenta ahorro,390,32,0.71,0.33,5830000,"Informational, Transactional","Reviews, FAQ, Video, Top stories, People also ask","0.81,0.81,0.81,0.81,0.66,1.00,1.00,0.81,0.66,0.54,0.54,0.81"
ingresar dinero ahorrado en casa,390,24,1.10,0.03,3550000,Informational,"Video, People also ask, Image pack","0.28,0.66,0.66,1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.66,0.66"
king ahorro burger king,390,29,0.31,0.04,91,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.20,0.16,0.20,0.36,0.36,0.36,0.30,0.36,0.36,0.30,0.55,1.00"
mejor cuenta ahorro sin nómina 2021,390,34,0.73,0.72,74,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.66,0.81,1.00,1.00,0.66,0.54,0.44,0.36,0.29,0.04,0.19,0.02"
metodos de ahorro,390,24,0.31,0.07,4660000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.26,0.26,0.26,0.26,0.32,1.00,0.39,0.39,0.26,0.48,0.48,0.59"
para ahorrar combustible es recomendable,390,29,0.74,0.02,7980000,Informational,"Featured snippet, Reviews, Video carousel","0.81,0.81,0.66,0.66,0.54,0.66,0.66,0.81,0.54,0.66,0.66,1.00"
pedro sánchez corbata ahorro energético,390,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
planeta del ahorro,390,23,0.00,0.00,11000000,Navigational,"Reviews, Site links, Image pack","0.66,0.54,0.81,0.66,0.66,0.81,0.66,0.81,1.00,1.00,1.00,0.81"
porcentaje ahorro sueldo,390,39,0.00,0.00,3780000,Informational,"Featured snippet, Reviews, People also ask, Image pack, Video carousel","0.01,0.01,0.01,0.07,0.01,1.00,0.01,0.01,0.01,0.00,0.01,0.01"
seguros de ahorro,390,34,1.37,0.42,38100000,Commercial,"Reviews, Site links, FAQ, People also ask, Image pack","0.54,0.66,0.81,0.81,0.66,0.81,0.81,0.81,0.44,1.00,0.81,1.00"
tabla para ahorrar dinero,390,32,0.51,0.41,5970000,Informational,"Reviews, Video, Image, People also ask, Image pack","0.54,0.36,0.23,0.29,0.29,1.00,0.29,0.54,0.54,0.54,0.54,0.81"
tarifa ahorro plus repsol,390,25,1.05,0.27,66,Transactional,"Reviews, Site links, People also ask, Image pack","0.00,0.00,0.00,0.00,0.16,1.00,0.52,0.37,0.13,0.13,0.31,0.13"
agujas ahorradoras,320,26,0.00,0.00,84,Informational,,"0.54,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
ahorra en luz app,320,35,0.45,0.25,10400000,Informational,"Reviews, Video, People also ask","0.19,0.29,0.66,0.66,0.44,0.36,0.23,1.00,0.44,0.19,0.12,0.12"
ahorra energia,320,39,0.35,0.24,3450000,Commercial,"Local pack, Reviews, Image pack, Video carousel","0.29,0.36,0.54,0.54,0.44,0.44,0.44,0.66,0.36,0.66,0.44,0.36"
ahorrada,320,25,0.55,0.07,515000,Informational,"Reviews, Video, Image","0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.66,0.20,1.00"
ahorrar gasolina,320,32,0.32,0.73,6550000,Informational,"Reviews, Site links, Video, Image pack, Video carousel","0.21,0.21,0.32,0.21,0.17,0.17,0.32,1.00,0.26,0.21,0.48,0.26"
ahorrativas,320,26,0.66,0.02,44100,Informational,"Reviews, Video, Image, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.76,0.76,0.05"
ahorro agua,320,42,0.30,0.18,53800000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.15,0.19,0.54,0.81,0.44,0.54,0.66,1.00,0.05,0.12,0.36,0.23"
ahorro de agua,320,41,0.24,0.43,45800000,Informational,"Site links, People also ask, Image pack, Video carousel","0.28,0.35,0.54,0.81,0.54,0.66,0.81,1.00,0.44,0.66,0.44,0.23"
ahorro en ingles,320,23,0.00,0.00,0,Informational,"Video, People also ask, Image pack","0.43,0.54,0.66,0.81,0.54,0.66,0.81,0.81,0.54,0.66,0.81,0.66"
ahorro total outlet,320,25,0.22,1.00,83,Transactional,"Local pack, Reviews, Site links, FAQ, Video, Image, Image pack","0.66,0.81,1.00,0.81,0.43,0.66,0.66,0.54,0.54,0.35,0.29,0.35"
app ahorro luz,320,29,0.45,0.25,8960000,Informational,"Reviews, Video, People also ask, Image pack","0.19,0.29,0.66,0.66,0.44,0.36,0.23,1.00,0.54,0.23,0.19,0.19"
app para ahorrar en la compra,320,33,0.66,0.28,14600000,Transactional,"Reviews, Video, People also ask","0.36,1.00,0.62,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.08"
apps para ahorrar en la compra,320,33,0.66,0.28,18200000,Transactional,"Reviews, Video, People also ask","0.67,1.00,0.76,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02"
caja de ahorros y pensiones de barcelona,320,22,0.49,0.03,393000,Informational,"Reviews, People also ask, Image pack","0.53,0.82,1.00,1.00,0.66,0.82,0.66,1.00,0.66,0.82,0.82,0.66"
capitán ahorro,320,27,0.00,0.00,2730000,Commercial,"Local pack, Reviews, Image pack","0.23,0.18,0.08,0.18,0.28,0.54,0.66,1.00,0.81,0.81,1.00,0.81"
cheque ahorro carrefour 2022,320,21,0.36,0.04,76000,Informational,"Reviews, Video, People also ask, Image pack, Video carousel, Twitter","0.00,0.00,0.00,0.00,0.00,0.55,0.36,1.00,0.55,0.55,0.24,0.45"
como ahorrar en la luz,320,53,0.60,0.68,17500000,Informational,"Featured snippet, Reviews, Site links, Video carousel","0.24,0.30,0.24,0.24,0.20,0.30,0.24,1.00,0.16,0.10,0.06,0.06"
como doblar pantalones para ahorrar espacio,320,42,0.00,0.00,49,Informational,"Featured snippet, FAQ, People also ask","0.54,0.54,0.81,0.66,0.43,1.00,0.66,0.81,0.81,1.00,0.54,0.29"
comprar una casa sin ahorros,320,28,0.95,0.74,9960000,Transactional,"Reviews, People also ask, Video carousel","1.00,0.81,0.81,0.65,0.65,1.00,1.00,1.00,1.00,1.00,1.00,0.81"
cuanto ahorrar según tu sueldo,320,39,0.40,0.07,2560000,Informational,"Featured snippet, Reviews, People also ask","1.00,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.01,0.01,0.01"
cuenta ahorro bankinter,320,42,0.82,0.40,457000,"Navigational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.53,0.66,0.82,0.82,0.82,1.00,0.66,0.82,0.66,0.66,0.82,0.82"
cuenta ahorro ing opiniones,320,25,0.49,0.18,883000,Commercial,"Reviews, Site links, FAQ, Video, People also ask","0.02,1.00,0.36,0.04,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02"
cuenta ahorro remunerada,320,31,0.44,0.69,279000,Commercial,"Reviews, FAQ, People also ask, Image pack, Video carousel","0.66,1.00,1.00,0.66,0.66,1.00,0.66,0.66,0.66,0.53,0.66,1.00"
cuentas ahorro remuneradas,320,27,0.44,0.69,152000,Commercial,"Reviews, FAQ, Video, Video carousel, Adwords top","0.66,0.82,0.82,0.66,0.66,0.82,0.66,0.66,0.66,0.66,0.66,1.00"
cuentas de ahorro remuneradas,320,30,0.59,0.65,149000,Commercial,"Reviews, FAQ, People also ask, Video carousel","0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.82,0.82,1.00"
cuentas de ahorro santander,320,56,0.65,0.34,3420000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.81,1.00,1.00,0.66,0.66,0.81,0.81,0.81,0.66,0.18,0.22,0.18"
es posible ahorrar combustible evitando cambios de marcha innecesarios,320,9,0.74,0.01,42000,Commercial,Reviews,"0.82,0.82,0.66,0.66,0.53,0.53,0.66,0.82,0.53,0.53,0.66,0.82"
hacienda embargar ahorros,320,30,0.00,0.02,30500,Informational,"Video, People also ask, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
invertir ahorros,320,30,1.02,0.43,7370000,Commercial,"Reviews, FAQ, People also ask, Image pack, Video carousel, Adwords top, Adwords bottom","0.66,0.66,1.00,1.00,0.66,1.00,0.66,0.66,0.66,0.66,0.82,0.66"
mejores cuentas ahorro,320,34,0.66,0.44,13200000,Commercial,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.82,1.00,0.82,0.82,0.82,1.00,0.82,0.82,0.66,0.82,1.00,1.00"
planes de ahorro,320,25,1.26,0.40,33100000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.82,0.82,1.00,1.00,1.00,1.00,1.00,1.00,0.82,1.00,0.82,0.66"
proximo cheque ahorro carrefour,320,24,0.59,0.08,69,Informational,"Reviews, Video, People also ask, Image pack","0.15,0.44,0.15,1.00,0.15,0.44,0.19,0.36,0.54,0.54,0.54,0.81"
razones para ahorrar agua,320,18,0.00,0.07,4250000,Informational,"Video, People also ask, Image pack","0.02,0.10,1.00,0.24,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00"
santander renta fija ahorro clase a,320,23,0.97,0.08,44,"Informational, Transactional","Reviews, Video, Image pack","0.29,0.43,0.54,0.43,0.43,0.54,1.00,1.00,0.54,0.81,1.00,0.66"
tarifa ahorro plus,320,24,0.87,0.29,98,Transactional,"Reviews, Site links, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,1.00,0.08,0.02,0.00,0.00,0.02,0.01"
tecnicas de ahorro,320,45,0.16,0.10,5910000,Informational,"Featured snippet, FAQ, People also ask, Image pack, Video carousel","0.01,0.05,0.05,0.01,0.03,1.00,0.01,0.01,0.01,0.01,0.02,0.02"
temperatura ideal aire acondicionado para ahorrar,320,31,0.35,0.07,2350000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.24,0.01,0.01,0.07,0.01,0.01,0.00,0.01,0.00,0.08,0.44,1.00"
tramos irpf ahorro 2021,320,19,0.00,0.00,42100,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack","0.02,0.24,0.02,1.00,0.20,0.02,0.13,0.02,0.02,0.01,0.01,0.00"
trucos cheque ahorro carrefour,320,15,0.45,0.02,89,"Informational, Commercial","Reviews, Site links, Video, People also ask, Image pack","0.29,0.54,0.44,1.00,0.36,0.44,0.15,0.12,0.23,0.36,0.19,0.44"
univida ahorro jubilacion,320,20,0.40,0.05,43,Informational,"Reviews, People also ask, Image pack","0.05,0.05,0.05,1.00,0.55,0.24,1.00,0.05,0.05,0.03,0.03,0.03"
10 consejos para ahorrar energía en el hogar,260,30,0.19,0.21,2600000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.02,0.02,0.48,0.48,0.02,0.32,1.00,0.32,0.21,0.32,0.14,0.02"
acciones para ahorrar agua,260,42,0.00,0.02,6870000,Informational,"Featured snippet, FAQ, People also ask, Image pack, Video carousel","0.04,0.04,0.04,1.00,0.04,0.04,0.55,0.04,0.01,0.01,0.01,0.01"
ahorra en luz precio luz hora,260,37,0.21,0.21,6150000,Transactional,"Reviews, Site links, Video, People also ask, Image pack","0.05,0.08,0.35,1.00,0.66,0.54,0.35,1.00,0.44,0.23,0.44,0.44"
ahorra mas barajas,260,21,0.00,0.00,74,Commercial,"Local pack, Reviews, Video, Image, People also ask, Image pack","0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,1.00,0.00,0.00"
ahorra tinta,260,39,0.69,0.09,9330000,Navigational,"Reviews, Site links, Image pack, Knowledge panel","0.53,0.66,0.82,0.82,0.82,0.82,0.82,1.00,0.53,0.66,0.66,0.53"
ahorrador o rata,260,22,0.00,0.00,34,Navigational,"Site links, Video, Image pack","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.65,0.65"
ahorro de locos bp,260,28,0.00,0.00,75,"Informational, Transactional","Local pack, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.00,0.25,0.04,0.02,0.01"
ahorro factura luz,260,44,1.50,0.62,5100000,Informational,"Reviews, Site links, People also ask, Video carousel","0.20,0.20,0.20,0.16,0.20,0.20,0.20,0.30,0.13,0.10,0.08,0.08"
ahorro medio españoles,260,36,0.00,0.01,5350000,Informational,"Featured snippet, People also ask, Image pack","1.00,0.82,0.82,0.66,0.66,1.00,0.66,0.82,0.82,0.66,0.66,0.66"
ahorro total alicante,260,26,0.29,1.00,1590000,"Informational, Transactional","Reviews, FAQ, Video, Image, Knowledge panel, Adwords bottom","1.00,0.81,1.00,0.81,0.53,0.81,0.53,0.65,0.81,0.65,0.81,1.00"
ahorro total avila,260,25,0.22,0.80,87,"Informational, Transactional","Reviews, FAQ, Image, Image pack, Knowledge panel","0.65,1.00,0.80,1.00,0.65,1.00,0.80,0.80,0.80,1.00,0.80,0.80"
ahorro total catalogo,260,25,0.20,1.00,84,Commercial,"Site links, Video, Image, Image pack","0.81,0.81,0.81,0.81,0.65,1.00,0.81,1.00,1.00,0.65,0.65,0.81"
ahorro total muebles salon,260,18,0.26,1.00,86,Transactional,"Reviews, Video, Image, Image pack","0.81,1.00,1.00,1.00,0.65,0.81,0.65,0.65,0.65,0.81,0.53,0.53"
ahorro total murcia,260,24,0.21,1.00,2450000,"Informational, Transactional","Reviews, Video, Image, Image pack, Knowledge panel","0.81,0.65,0.81,0.81,0.53,0.65,0.65,0.65,0.81,0.53,0.65,0.81"
ahorro total opiniones,260,15,0.29,1.00,15400000,Commercial,"Reviews, Site links, Video","1.00,0.82,0.82,0.66,0.43,0.53,0.66,0.53,0.53,0.53,0.43,0.43"
ahorro total zaragoza,260,26,0.26,0.97,100,"Informational, Transactional","Reviews, Video, Image, Knowledge panel","0.81,0.81,1.00,1.00,0.65,0.81,1.00,0.81,0.65,0.53,0.53,0.65"
aplicaciones para ahorrar dinero,260,32,0.95,0.33,7020000,Informational,"Reviews, Site links, Video, People also ask","0.66,0.66,0.66,0.66,0.66,1.00,0.53,0.66,0.66,0.53,0.35,0.43"
app para ahorrar dinero,260,33,0.83,0.28,12100000,Informational,"Reviews, Site links, People also ask, Video carousel","0.66,0.82,0.66,0.66,0.53,1.00,0.53,0.82,0.66,0.53,0.43,0.43"
base imponible general y del ahorro,260,14,0.00,0.00,1030000,Informational,"People also ask, Image pack, Video carousel","0.22,0.29,0.43,0.54,0.35,0.54,0.43,0.66,1.00,0.81,0.81,0.29"
caja de ahorros de ontinyent,260,29,0.00,0.00,87,Navigational,"Local pack, Reviews, Site links, FAQ, Video, Image, Image pack, Knowledge panel","0.43,0.54,0.54,0.54,0.43,0.35,0.43,0.43,0.54,1.00,0.43,0.54"
capitan ahorro,260,26,0.00,0.00,396000,Commercial,"Local pack, Reviews, Video, Image pack","0.23,0.18,0.08,0.18,0.28,0.54,0.66,1.00,0.66,0.44,0.54,0.54"
catalogo ahorra mas,260,25,0.04,0.06,43,Informational,"Reviews, Site links, Video, Image pack","0.43,0.54,0.66,0.81,0.81,0.66,0.66,1.00,0.66,0.10,0.10,0.06"
centro de ahorro al consumidor,260,38,0.75,0.06,7500000,Navigational,"Reviews, Site links, Image pack, Knowledge panel","0.05,0.12,0.12,0.15,0.44,0.81,0.54,1.00,0.36,0.44,0.44,0.36"
cheque ahorro 2021,260,20,0.00,0.00,1290000,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.16,0.16,1.00,0.20,0.16,0.02,0.01,0.00,0.01,0.01,0.01"
cheque ahorro 2021 carrefour,260,27,0.00,0.08,57200,Informational,"Reviews, People also ask, Image pack, Video carousel","0.13,0.30,0.20,1.00,0.20,0.20,0.03,0.01,0.00,0.01,0.01,0.00"
como ahorrar calefaccion gas,260,22,0.00,0.25,165000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.30,0.06,0.16,1.00,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.01"
como ahorrar con el aire acondicionado,260,27,0.20,0.29,7500000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.20,0.02,0.01,0.04,0.01,0.02,0.01,0.02,0.02,0.08,1.00,0.55"
como ahorrar electricidad,260,53,0.62,0.47,9300000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.35,0.54,0.54,0.54,0.44,0.44,0.54,1.00,0.35,0.28,0.28,0.23"
como comprar un piso sin ahorros,260,34,0.89,0.69,3000000,"Informational, Transactional","Reviews, Video, People also ask, Video carousel","0.82,0.82,0.66,0.35,0.28,0.66,0.82,1.00,0.82,0.66,0.53,0.82"
comprar piso sin ahorros,260,34,0.87,0.74,2390000,Transactional,"Reviews, People also ask, Video carousel","0.81,0.65,0.65,0.65,0.65,1.00,0.81,1.00,1.00,0.81,0.53,0.53"
consejos para ahorrar,260,43,0.26,0.11,27000000,Informational,"People also ask, Video carousel","0.65,0.65,0.65,0.65,1.00,1.00,0.65,1.00,0.81,0.81,0.65,0.43"
cuando sale el cheque ahorro carrefour 2021,260,19,0.00,0.00,78,Informational,"Reviews, Video, People also ask, Image pack","0.20,0.45,0.16,1.00,0.10,0.10,0.01,0.02,0.00,0.01,0.01,0.01"
cuenta ahorro caixabank,260,38,0.59,0.19,91,"Navigational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.43,0.53,0.43,0.66,0.66,0.66,0.66,0.66,0.66,0.82,0.82,1.00"
cuenta de ahorro bbva,260,45,6.16,0.35,88,"Navigational, Transactional","Reviews, Video, People also ask, Image pack","0.65,0.81,0.81,0.65,0.65,0.81,0.65,0.65,0.65,1.00,0.81,1.00"
cuenta de ahorro la caixa,260,40,0.66,0.25,99,Informational,"Reviews, Site links, Video, People also ask","0.65,0.81,0.81,0.81,0.65,1.00,0.65,0.81,0.65,0.81,0.81,1.00"
cuenta de ahorro santander,260,55,0.65,0.34,8620000,"Informational, Transactional","Reviews, Site links, People also ask, Image pack, Video carousel","0.35,0.11,0.44,0.44,0.66,0.44,0.54,0.66,0.54,0.54,0.66,1.00"
cuentas ahorro mejores,260,34,0.66,0.44,43700000,Commercial,"Reviews, Site links, FAQ, People also ask, Video carousel","0.53,0.66,0.53,0.53,0.53,0.66,0.53,0.53,0.82,0.82,0.82,1.00"
cuentas ahorro sin comisiones,260,49,0.91,0.80,8760000,Informational,"Reviews, FAQ, Video, People also ask, Image pack","0.81,1.00,0.81,0.65,0.65,0.81,0.65,0.65,0.81,0.65,0.81,0.81"
disfruta y ahorra,260,17,0.00,0.01,18800000,Navigational,"Reviews, Site links, Video, Knowledge panel","0.66,0.66,0.66,0.66,0.53,0.66,1.00,0.66,0.43,0.53,0.43,0.35"
formas de ahorrar agua,260,39,0.37,0.11,9110000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.06,0.14,0.66,1.00,0.54,1.00,0.66,0.81,0.35,0.54,0.29,0.06"
formas de ahorrar dinero,260,32,0.32,0.31,10100000,Informational,"Site links, People also ask, Image pack, Video carousel","0.54,0.43,0.43,0.43,0.43,1.00,0.54,0.54,0.43,0.43,0.43,0.43"
horario para ahorrar luz,260,43,0.29,0.24,3370000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Image pack","0.16,0.10,0.08,0.08,0.03,0.03,0.03,0.08,0.03,0.03,0.01,0.01"
ideas para ahorrar dinero,260,41,0.25,0.19,9610000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.05,0.01,0.01,0.01,0.01,1.00,0.01,0.01,0.02,0.02,0.00,0.00"
impuesto al ahorro,260,39,0.00,0.01,15200000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","1.00,0.08,0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01"
medidas para ahorrar agua,260,41,0.61,0.07,7990000,Informational,"Featured snippet, FAQ, Image, People also ask, Video carousel","0.05,0.09,0.19,0.44,0.36,1.00,0.66,0.44,0.19,0.36,0.23,0.04"
mejor plan de ahorro 2021,260,25,0.36,0.45,13800000,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.20,0.76,1.00,0.20,0.03,0.06,0.08,0.01,0.01,0.01,0.01,0.01"
