Marca,Modelo,Imagen,Consumo_en_modo_encendido_en_el_rango_dinámico_normal_SDR,Clase_de_eficiencia_energetica_en_el_modo_de_alto_rango_dinamico_HDR,Consumo_en_modo_encendido_para_el_alto_rango_dinámico_HDR,Tipo
 TECHWOOD , TK55UHDA20 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 82, G, 82, Televisión
 TECHWOOD , TK43UHDA20 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 54, Televisión
 TCL , 50P715KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 50, G, 85, Televisión
 manta , 55LUN120D ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 71, F, 73, Televisión
 Arena , A32HDVS9 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 Finlux , 65-FAE-9060 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, G, 109, Televisión
 Panasonic , TX-55HZW2004 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 114, G, 145, Televisión
 JVC , LT-65VA6900S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, G, 109, Televisión
 TCL , 55P715KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 57, G, 93, Televisión
 GRUNDIG , 32 GHB 6000 Madrid TZN000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, G, 64, Televisión
 Panasonic , TX-32GW334 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 acer , CM2241W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 28,3", -, -, Monitor
 TCL , 65P715KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 75, G, 129, Televisión
 PHILIPS , 272S1AE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 17,4", -, -, Monitor
 Panasonic , TX-75HXW944 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 129, G, 217, Televisión
 Walker , 32WPS20PWH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 TELEFUNKEN , 24DTAH524 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, F, 22, Televisión
 HYUNDAI , HY24H4020SW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, -, -, Televisión
 Finlux , 43-FUE-7051 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 Panasonic , TX-50HX580B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 98, Televisión
" HP, Inc. ", P22v G4 HSD-0065-W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 13, -, -, Monitor
" HP, Inc. ", V22 HSD-0065-W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 13, -, -, Monitor
 Oceanic , OCEALED40120B2V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 37, -, -, Televisión
 acer , QG221Q ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 19, -, -, Monitor
 Digihome , 32HW201 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 GAME , M27EC2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 25,9", -, -, Monitor
 Digihome , 55UAN201 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 82, G, 82, Televisión
 Digihome , 43UAN201 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 54, Televisión
 Hitachi , U55K6100 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 82, G, 123, Televisión
 Hitachi , U43K6100 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 KEEP-OUT GAMING , XGM24V3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 16,3", -, -, Monitor
 Finlux , FX43551B40Q2H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 42, -, -, Televisión
 Digihome , 24HW201 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, -, -, Televisión
 Digihome , 32HW202W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 PROCASTER , 50A900H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 71, Televisión
 JTC , GT18-S32H5112J ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 31, -, -, Televisión
 Panasonic , TX-75HX940E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 129, G, 217, Televisión
 Panasonic , TX-49HXX979 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 68, G, 121, Televisión
 AOC , Q24P2Q ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 18,4", -, -, Monitor
 EAS ELECTRIC SMART TECHNOLOGY , E65AN90G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 82, G, 134, Televisión
 AOC , Q27P2Q ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 25,9", -, -, Monitor
 GRUNDIG , 40 VLE 6910 BP TFD000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 46, -, -, Televisión
 GRUNDIG , 43 GFB 6900 SWG000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, -, -, Televisión
 GRUNDIG , 32 GHB 600 SXG000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, -, -, Televisión
 GRUNDIG , 43 VLE 6910 BP STK000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, -, -, Televisión
 GRUNDIG , 32 VLE 6910 BP STL000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, -, -, Televisión
 ViewSonic , VS18153 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 73,3", -, -, Señalización
 GRUNDIG , 43 GFB 600 SXH000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, -, -, Televisión
 GRUNDIG , 43 GFB 6946 SXM000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, -, -, Televisión
 SUNNY , SN40DIL010/0206 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 48, -, -, Televisión
 JVC , LT-65K800(A) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, G, 149, Televisión
 JVC , LT-65K800 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, G, 149, Televisión
 acer , PM161Q ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png, 7, -, -, Monitor
 GRUNDIG , 32 GHB 5026 TKG000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, -, -, Televisión
 DELL , S2421HGF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 17,1", -, -, Monitor
 Panasonic , TX-75HX940B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 129, G, 217, Televisión
 TOSHIBA , 58UK4B63DB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 70, G, 110, Televisión
 DIGIQUEST SOLUTION SRL , TV00051 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 31, -, -, Televisión
 GRUNDIG , 49 GEU 8800A TQZ000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 83, G, 113, Televisión
 TOSHIBA , 43UK4B63DB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 BRAUN Photo Technik GmbH , DigiFrame 1018 WiFi ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png," 3,9", C," 4,8", Otros
 Lenovo , Y25-25(D19245FY0) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 19, -, -, Monitor
 HITACHI , 32F52HAE2252 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, F, 32, Televisión
 electriQ , eiQ-32HDT2DVD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 31,6", -, -, Televisión
 HIGH ONE , 965364_HI5503UHD-MM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, -, -, Televisión
 HITACHI , 43F52HK5600 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 TECHWOOD , TK43UHDADITM20 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 54, Televisión
 PROCASTER , 65A900H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 74, G, 73, Televisión
 GRUNDIG , 32 VLE 4820 TXX000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, -, -, Televisión
 SCHONTECH , 32DH20SCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 TOSHIBA , 43UA2063DG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 54, Televisión
 Samsung , HG43ET690UA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 78, G, 110, Televisión
 TOSHIBA , 43LA3B63DG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 42, E, 42, Televisión
 acer , KG242Y ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 16, -, -, Monitor
 acer , KG241Y ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 16, -, -, Monitor
 AOC , 27E2QAE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 17,5", E, 18, Monitor
 acer , KG272 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 20, -, -, Monitor
 Toshiba , 43LA2B63DG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 42, E, 42, Televisión
 acer , KG271 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 20, -, -, Monitor
 acer , KG272 S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 26, G, 49, Monitor
 TOSHIBA , 32WA2B63DG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, F, 32, Televisión
 acer , KG241Y P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, G, 38, Monitor
 Toshiba , 32LA2B63DG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, F, 32, Televisión
 acer , KG271 S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 26, G, 49, Monitor
 acer , KG251Q ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 22,6", -, -, Monitor
 acer , KG271 LV ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 23, G, 40, Monitor
 acer , KG241Q P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, G, 38, Monitor
 acer , KG242Y P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, G, 38, Monitor
 acer , KG272 LV ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 23, G, 40, Monitor
 acer , KG271U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 32,1", -, -, Monitor
 HIGH ONE , 964817_HI5001UHD-MM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 85, -, -, Televisión
 JVC , LT-50C800 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 98, Televisión
 acer , KG272U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 32,1", -, -, Monitor
 acer , KG281K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 34, G, 48, Monitor
 acer , KG282K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 34, G, 48, Monitor
 Telefunken , D43U551R1CW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 TCL , 32DD420X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 20, -, -, Televisión
 TCL , 55P616X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 59, G, 93, Televisión
 TCL , 50C718X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 78, G, 124, Televisión
 Telefunken , D65V900M4CWH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, G, 109, Televisión
 Telefunken , D55V900M4CWH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 82, G, 82, Televisión
 TCL , 50QLED800X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 78, G, 124, Televisión
 HORIZON , 58HL7590U/B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 70, E, 70, Televisión
 HYUNDAI , 32 HYN 5700 B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 ONWA , 32HD19WSTV ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 VOX Electronics , 32DSA311B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 28,4", -, -, Televisión
 Panasonic , TX-65HX940E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 95, G, 158, Televisión
 HORIZON , 43HL7590U/B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 54, Televisión
 GRUNDIG , 55 GEU 8800A TRA000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 87, G, 117, Televisión
 HORIZON , 55HL7590U/B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 82, G, 82, Televisión
 HORIZON , 50HL7590U/B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 71, Televisión
 TOSHIBA , 50UK4B63DB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 98, Televisión
 Hanseatic , 58H600UDS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 70, G, 110, Televisión
 FINLUX , 32-FHD-406TC0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 Panasonic , TX-50HXX889 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 63, G, 101, Televisión
 JVC , LT-32VAF5000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, F, 32, Televisión
 HIGH ONE , 964713_HI2402HD-MM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, -, -, Televisión
 Hitachi , 43HK5600 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 Panasonic , TX-65HZ1500B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 138, G, 173, Televisión
 Finlux , 55-FAE-9560 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 82, G, 82, Televisión
 Panasonic , TX-65HZX1509 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 138, G, 173, Televisión
 TOSHIBA , 50UA2063DG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 71, Televisión
 HKC. , 32F1D ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 31, -, -, Televisión
 HKC , 32F1D ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 31, -, -, Televisión
 techwood(GB) , 50AO9UHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 98, Televisión
 GRUNDIG , 55 GOB 9099 OLED - Fire TV Edition HF SYL000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 110, G, 141, Televisión
 GRUNDIG , 65 GOB 9099 OLED - Fire TV Edition HF SYM000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 147, G, 178, Televisión
 GRUNDIG , 55 VLO 8599 OLED - Fire TV Edition HF TEJ000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 110, G, 141, Televisión
 GRUNDIG , 55 VLO 8589 OLED - Fire TV Edition TEL000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 110, G, 141, Televisión
 GRUNDIG , 65 VLO 8589 OLED - Fire TV Edition TEK000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 147, G, 178, Televisión
 Panasonic , TX-43HXW904 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 65, G, 107, Televisión
 GRUNDIG , 55 GOB 9089 OLED - Fire TV Edition TDT000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 110, G, 141, Televisión
 GRUNDIG , 65 VLO 8599 OLED - Fire TV Edition HF TEH000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 147, G, 178, Televisión
 GRUNDIG , 65 GOB 9089 OLED - Fire TV Edition TDU000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 147, G, 178, Televisión
 faytech , FT133TMBCAPOB-V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 8, -, -, Monitor
 faytech , FT156TMBCAPOB-V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 9, -, -, Monitor
 faytech , FT08TMCAPOB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 6, -, -, Monitor
 faytech , FT10TMBCAPOB-V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 8, -, -, Monitor
 PHILIPS , 242V8A ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 17, -, -, Monitor
 faytech , FT07TMCAPOB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 7, -, -, Monitor
 INOVU , INOVU CS2700 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 20,1", -, -, Monitor
 manta , 43LFN120D ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 42, -, -, Televisión
 faytech , FT101TMBCAPOB-V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 8, -, -, Monitor
 Tesla , 32T320BH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 faytech , FT17TMBCAPOB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 15, -, -, Monitor
 GRUNDIG , 40 GFB 5026 TKB000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 46, -, -, Televisión
 GRUNDIG , 32 GEH 6610A TNS000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, G, 64, Televisión
 GRUNDIG , 32 GEH 6600B TNN000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, G, 64, Televisión
 TELEFUNKEN , 24ETH403TB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, -, -, Televisión
 GRUNDIG , 32 GHB 5000 TCW000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, -, -, Televisión
 GRUNDIG , 43 GDU 7500B SYB000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, G, 82, Televisión
 GRUNDIG , 65 GDU 7500B SYD000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 103, G, 133, Televisión
 GRUNDIG , 43 GDU 7504W TGA000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, G, 82, Televisión
 GRUNDIG , 49 GDU 7504W TGB000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 64, G, 94, Televisión
 GRUNDIG , 55 GDU 7504W TGC000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 78, G, 108, Televisión
 GRUNDIG , 43 GDU 7502 TFM000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, G, 82, Televisión
 HKC , 43F3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 50, -, -, Televisión
 GRUNDIG , 55 GDU 7500B SYE000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 78, G, 108, Televisión
 GRUNDIG , 40 GEF 6600B TNP000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 44, G, 74, Televisión
 GRUNDIG , 49 GDU 7504A TNV000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 64, G, 94, Televisión
 GRUNDIG , 43 GDU 7504A TNW000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, G, 82, Televisión
 JVC , LT-32VH5955W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 YASHI , YZ2465 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 24,9", -, -, Monitor
 manta , 43LUA120D ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 41, F, 50, Televisión
 GRUNDIG , 40 GFB 5000 TCX000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 46, -, -, Televisión
 GRUNDIG , 40 GDF 5600B TCZ000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 46, -, -, Televisión
 GRUNDIG , 49 GDU 7500W SYG000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 64, G, 94, Televisión
 GRUNDIG , 55 GDU 7502 TFR000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 78, G, 108, Televisión
 GRUNDIG , 55 GDU 7504 TFS000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 78, G, 108, Televisión
 GRUNDIG , 55 GDU 7504A TNU000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 78, G, 108, Televisión
 YASHI , YZ2461 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 24,9", -, -, Monitor
 HKC , 43F3. ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 50, -, -, Televisión
 faytech , FT07TMCAPOFHBOB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 10, -, -, Monitor
