Type,Title,eclrow,Content,eclrow2,Content3,eclrow5,Image
 Ferroli , ECOUNIT 500-1 WB ,Standing loss, 99,Storage volume, 467, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , ECOUNIT 500-2 WB ,Standing loss, 99,Storage volume, 450, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , ECOUNIT 300-2 WB ,Standing loss, 90,Storage volume, 265, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , ECOUNIT F 500-1C ,Standing loss, 113,Storage volume, 460, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , ECOUNIT 400-1 WB ,Standing loss, 95,Storage volume, 378, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , ECOUNIT F 200-2C ,Standing loss, 82,Storage volume, 174, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ferroli , ECOUNIT F 100-1C ,Standing loss, 66,Storage volume, 89, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 RIELLO , 20096892 ,Standing loss, 59,Storage volume, 210, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 RIELLO , 20096894 ,Standing loss, 69,Storage volume, 304, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 RIELLO , 20096895 ,Standing loss, 83,Storage volume, 444, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Galmet , SG(S) 120 (22-1280**) ,Standing loss, 40,Storage volume, 120, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 SIME , BS 2S-C 200 ,Standing loss, 67,Storage volume, 201, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Buderus , 8735100228 ,Standing loss, 80,Storage volume, 499, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 SIME , BS 2S-C 300 ,Standing loss, 82,Storage volume, 282, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Saunier Duval , FES1 250 B M ,Standing loss, 61,Storage volume, 254, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Saunier Duval , FES2 250 B M ,Standing loss, 65,Storage volume, 246, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Saunier Duval , FES1 150 BiDE ,Standing loss, 52,Storage volume, 162, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vaillant , VIH S1 250/4 BiDE ,Standing loss, 61,Storage volume, 254, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Saunier Duval , FES1 250 BiD ,Standing loss, 61,Storage volume, 254, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Saunier Duval , FES1 150 B M ,Standing loss, 52,Storage volume, 162, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vaillant , VIH S2 250/4 BiD ,Standing loss, 65,Storage volume, 246, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Saunier Duval , FES2 250 BiD ,Standing loss, 65,Storage volume, 246, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Saunier Duval , FES1 350 B M ,Standing loss, 71,Storage volume, 335, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Hermann Saunier Duval , FES2 250 B M ,Standing loss, 61,Storage volume, 254, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Protherm , FES2 250 B M ,Standing loss, 65,Storage volume, 246, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Saunier Duval , FES1 150 BiD ,Standing loss, 52,Storage volume, 162, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Hermann Saunier Duval , FES1 150 B M ,Standing loss, 52,Storage volume, 162, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Saunier Duval , FES1 250 BiDE ,Standing loss, 61,Storage volume, 254, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 SYLBER , 20096933 ,Standing loss, 96,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 SIME , BS 2S-C 500 ,Standing loss, 102,Storage volume, 495, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 SIME , BS 2S-C 400 ,Standing loss, 96,Storage volume, 401, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 TESY , EV 17 S 400 75 ,Standing loss, 91,Storage volume, 387, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AUSTRIA EMAIL , A24843 ,Standing loss, 83,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A22544 ,Standing loss, 69,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A23333 ,Standing loss, 53,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A22843 ,Standing loss, 69,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A24541 ,Standing loss, 83,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 OSO Hotwater AS , S 300 - 2 kW dry element 1x230V ,Standing loss, 82,Storage volume, 280, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Thermia , MBH 300 PT 086L3334 ,Standing loss, 92,Storage volume, 280, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Thermia , MBH G3 200 PT 086L3335 ,Standing loss, 59,Storage volume, 172, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Thermia , MBH 200 Inverter Design 086L3684 ,Standing loss, 59,Storage volume, 172, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Thermia , MBH 200 PT 086L3333 ,Standing loss, 59,Storage volume, 172, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Thermia , MBH 300 Inverter Design 086L3689 ,Standing loss, 92,Storage volume, 280, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , 72280MHS21R ,Standing loss, 54,Storage volume, 140, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 tecalor , TSBE 302 WP ,Standing loss, 50,Storage volume, 319, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 tecalor , TSBE 301 WP ,Standing loss, 50,Storage volume, 319, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 tecalor , TSBE 401 WP SOL ,Standing loss, 59,Storage volume, 429, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 THERMO/SOLAR Žiar s.r.o. , NAD 250v4 ,Standing loss, 88,Storage volume, 245, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , BCH 120 ,Standing loss, 68,Storage volume, 116, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 IVT , 8738201106 ,Standing loss, 109,Storage volume, 478, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AUSTRIA EMAIL , A34443 ,Standing loss, 85,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELDOM , BCH 80 ,Standing loss, 60,Storage volume, 75, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AUSTRIA EMAIL , A34442 ,Standing loss, 90,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AUSTRIA EMAIL , A34440 ,Standing loss, 69,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A80351 ,Standing loss, 90,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AUSTRIA EMAIL , A34438 ,Standing loss, 90,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AUSTRIA EMAIL , A34441 ,Standing loss, 85,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AUSTRIA EMAIL , A34439 ,Standing loss, 69,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A25297 ,Standing loss, 73,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A25296 ,Standing loss, 73,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A25099 ,Standing loss, 67,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A28805 ,Standing loss, 49,Storage volume, 160, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A29910 ,Standing loss, 79,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A28804 ,Standing loss, 49,Storage volume, 160, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A23790 ,Standing loss, 57,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A26714 ,Standing loss, 73,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A26085 ,Standing loss, 79,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A23791 ,Standing loss, 57,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A25658 ,Standing loss, 67,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A26084 ,Standing loss, 79,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A25098 ,Standing loss, 67,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A25657 ,Standing loss, 67,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A26715 ,Standing loss, 73,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A29909 ,Standing loss, 79,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 JÄSPI , GTV HYBRID 500 R0 ,Standing loss, 111,Storage volume, 437, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMITAL , 20102929 ,Standing loss, 60,Storage volume, 441, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 DOMUSA TEKNIK , TSAN000043 ,Standing loss, 72,Storage volume, 130, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000018 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000027 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000021 ,Standing loss, 84,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000032 ,Standing loss, 96,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000304 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDBT000006 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000312 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000315 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000333 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000310 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000317 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000326 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000342 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000362 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSP000139 ,Standing loss, 82,Storage volume, 190, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELCO , VISTRON ACS SOLAR TOP 200 3023507 ,Standing loss, 62,Storage volume, 192, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000020 ,Standing loss, 84,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000024 ,Standing loss, 96,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TBIO000039 ,Standing loss, 67,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TSAN000038 ,Standing loss, 72,Storage volume, 130, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000029 ,Standing loss, 84,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000033 ,Standing loss, 96,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDBT000001 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDBT000002 ,Standing loss, 84,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000303 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000306 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000321 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000345 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000308 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000314 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000319 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSP000118 ,Standing loss, 96,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSP000124 ,Standing loss, 96,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000022 ,Standing loss, 84,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 545904 ,Standing loss, 73,Storage volume, 291, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TSAN000042 ,Standing loss, 67,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TBIO000040 ,Standing loss, 72,Storage volume, 130, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000025 ,Standing loss, 96,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDBT000003 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSP000117 ,Standing loss, 96,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDBT000005 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000324 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000349 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000353 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000357 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000305 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000322 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000325 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000338 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000350 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000030 ,Standing loss, 84,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 YGNIS , 545912 ,Standing loss, 73,Storage volume, 291, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000019 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000026 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDBT000000 ,Standing loss, 67,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDBT000004 ,Standing loss, 67,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000309 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000318 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000337 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000311 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000334 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000354 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000358 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ELCO , VISTRON ACS SOLAR TOP 300 3023527 ,Standing loss, 95,Storage volume, 292, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 027993 ,Standing loss, 85,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TSAN000009 ,Standing loss, 72,Storage volume, 130, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000028 ,Standing loss, 84,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSP000138 ,Standing loss, 82,Storage volume, 190, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000341 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000361 ,Standing loss, 74,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000307 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000313 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000316 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000320 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000323 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSM000346 ,Standing loss, 90,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSP000125 ,Standing loss, 96,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000023 ,Standing loss, 84,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 DOMUSA TEKNIK , TDSC000031 ,Standing loss, 84,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMITAL , 20105046 ,Standing loss, 53,Storage volume, 130, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Fröling Heizkessel- und Behälterbau Ges.m.b.H. , Schichtspeicher 500 - 15631 ,Standing loss, 68,Storage volume, 474, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Fröling Heizkessel- und Behälterbau Ges.m.b.H. , Hygiene-Schichtspeicher H2 500 - 15651 ,Standing loss, 70,Storage volume, 474, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Fröling Heizkessel- und Behälterbau Ges.m.b.H. , Schichtspeicher 300 - 15630 ,Standing loss, 66,Storage volume, 296, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ARISTON , BCH CD1 160 ARI - EU 3070492 ,Standing loss, 56,Storage volume, 157, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
