Type,Title,eclrow2,Content,eclualignitemslgend,eclualignitemslgend5,Image
 DAEWOO , T7CT1W0CY ,Weighted Annual Energy Consumption, 504,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 DAEWOO , T8CT1W0ES ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Baumatic , BBTDH7A1TE-80 ,Weighted Annual Energy Consumption, 269,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:04,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 AEG , T9DEA70680 916099201 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T6DB682CBW 916099222 ,Weighted Annual Energy Consumption," 560,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Hoover , NDE H10A2TSBE-17 ,Weighted Annual Energy Consumption, 282,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 INDESIT , I1 D70W SPT ,Weighted Annual Energy Consumption," 525,4",Programme time of the ‘standard cotton programme at full load’ (T dry), 1:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
﻿ Bosch , WQG233CASN ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T9DEC68S 916099209 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T8ECO 916099211 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T9DEC68SC 916099210 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Hoover , NDPEH11A2TCBERXS ,Weighted Annual Energy Consumption, 304,Programme time of the ‘standard cotton programme at full load’ (T dry), 6:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSE H9A1LE-47 ,Weighted Annual Energy Consumption, 300,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 BAUKNECHT , T M11 9X3EY DE ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 LG Electronics Inc. , RC8TV9AVWN ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , FFT M11 9X3BXY EE ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , FFT M11 9X3BY BE ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , FFT M11 9X3WSY PL ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T7DEE845R 916099178 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 AEG , T8DEE845R 916099177 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Statesman , THP08W ,Weighted Annual Energy Consumption, 281,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 AEG , T6DBG821N 916099179 ,Weighted Annual Energy Consumption," 560,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Zanussi , ZTE7101PZ 916095313 ,Weighted Annual Energy Consumption, 510,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 LG Electronics Inc. , RT80V9 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Candy , CSE C7LF-S ,Weighted Annual Energy Consumption, 504,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 HOTPOINT/ARISTON , NT M11 9X3SKY IT ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 BAUKNECHT , T M11 8X3EY DE ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , FFT M11 9X3WSY IT ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Hoover , HLE C9LG-17 ,Weighted Annual Energy Consumption, 616,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Telefunken , SL112PGT1 ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:09,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 AEG , T9DEC866R 916099176 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Zanussi , ZDH87A2PW 916099175 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Zanussi , ZDC82B4PW 916099174 ,Weighted Annual Energy Consumption," 560,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Zanussi , ZDC72B4PW 916099173 ,Weighted Annual Energy Consumption," 503,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Siemens , WQ33G2DEFG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233DF0 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233D0BY ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV8GA6225LH ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2A0CS ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2DMFG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ41G1E0FG ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG241AKPL ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Samsung , DV7GAA005AX ,Weighted Annual Energy Consumption, 211,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG241AGPL ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WQ41G2M0FG ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WQ33G2D0FF ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2DG0 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233DMFG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233C9FG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WT7U48C1FG ,Weighted Annual Energy Consumption, 177,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WTX87MH8IT ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233D4FG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Hoover , HLE V8LCG-80 ,Weighted Annual Energy Consumption, 578,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Hoover , HLE H9A2DCER-17 ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Hoover , HLE V8LG-S ,Weighted Annual Energy Consumption, 578,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Candy , CSOE V8DF-80 ,Weighted Annual Energy Consumption, 578,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 HISENSE , DHGA8013L  ,Weighted Annual Energy Consumption, 177,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 SHARP , KD-NHH7S8GW3-DE ,Weighted Annual Energy Consumption, 158,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 INDESIT , I1 D81W EE ,Weighted Annual Energy Consumption," 584,6",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:09,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Miele & Cie KG , TCC230WP 8kg ,Weighted Annual Energy Consumption, 192,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Miele & Cie KG , TCC220WP 8kg ,Weighted Annual Energy Consumption, 192,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSOE C9TE-S ,Weighted Annual Energy Consumption, 616,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Hoover , HLE V8LG-80 ,Weighted Annual Energy Consumption, 578,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Siemens , WQ41G20EK ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WQ41G20G0 ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSOE C10TE-S ,Weighted Annual Energy Consumption, 671,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WHIRLPOOL , FFT M11 8X3BY FR ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Hoover , HLE C8TG-S ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 ESKIMO , ES WMDR803 ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSE V9LG-80 ,Weighted Annual Energy Consumption, 636,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Hoover , HLE V9DGB-80 ,Weighted Annual Energy Consumption, 636,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Hoover , HLE V9LG-80 ,Weighted Annual Energy Consumption, 636,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Siemens , WQ33G2D4FG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233D1IT ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233CKPL ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2CEDN ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233D20 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 LG Electronics Inc. , RH10V9AV4W ,Weighted Annual Energy Consumption, 210,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:38,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233D1BY ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233CGPL ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233DEFG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ41G290FG ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG241030 ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG24100IT ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 TOMADO , TDH8001W ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG241A90 ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG24100BY ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG2410H0 ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WQ41G2P0FG ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG241AEPL ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG241ASPL ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG2410EX ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG24190FG ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 SHARP , KD-NHH0S7GW2-EN ,Weighted Annual Energy Consumption, 282,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WQ41G2A90 ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG241000 ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CR4 H7A1DE-S ,Weighted Annual Energy Consumption, 269,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:04,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 TOMADO , TDC8001W ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Candy , CSOE C8DG-S ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WHIRLPOOL , FFT M11 8X3BY EE ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Hoover , HC4 H7A2TCEX-S ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSOE C8TE-S ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WHIRLPOOL , FFT M11 8X3BY SPT ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , FFT M11 8X3BY PL ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , FFT M11 8X3WSY IT ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Hoover , HLE V9TG-80 ,Weighted Annual Energy Consumption, 636,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 MORRIS , MPD-9178 ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 MORRIS , MPD-1075 ,Weighted Annual Energy Consumption, 282,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Hoover , NDE H10RA2TCE-80 ,Weighted Annual Energy Consumption, 282,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Hoover , HLE V9DG-80 ,Weighted Annual Energy Consumption, 636,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Siemens , WQ33G2DEX ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Husqvarna , QT59B93A 916099151 ,Weighted Annual Energy Consumption," 194,4",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Husqvarna , QT38S82B 916099149 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Husqvarna , QT27W82B 916099148 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Husqvarna , QT48S92B 916099150 ,Weighted Annual Energy Consumption," 258,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Husqvarna , QT16W70B 916099147 ,Weighted Annual Energy Consumption," 503,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Hoover , NDE H8A2TSEXS-S ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , ROE H10A2TE-17 ,Weighted Annual Energy Consumption, 282,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG233D0FR ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2D40 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2D00 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2C9FG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233D0IT ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233D0CS ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2CXPL ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
